brand,persona,headline,quote,logp
Dyson Vacuum,Joy,The suction is strong with Dyson.,The force is strong with this one.,-0.61271471562374
Dyson Vacuum,Joy,Let’s get this dirt done!,The best thing since sliced bread.,-0.5738176782212235
Dyson Vacuum,Joy,Dyson power is next to joy!,Cleanliness is next to godliness,-0.5585032086614474
Dyson Vacuum,Joy,Dyson for joy!,Jump for joy!,-0.5983479770221393
Dyson Vacuum,Joy,There's no place like Dyson clean.,There's no place like home.,-0.520147665408943
Dyson Vacuum,Joy,The joy’s the limit!,The sky’s the limit!,-0.48152245191217524
Dyson Vacuum,Joy,"Let it go, let Dyson clean!",Just dance!,-0.5288428863808848
Lego Sets,Anticipation,Lego Sets: Adventure is out there.,Adventure is out there,-0.5006875060024587
Lego Sets,Anticipation,Adventure is in every Lego Set!,Adventure is out there,-0.4238300682741064
Lego Sets,Anticipation,Adventure is waiting in Lego Sets!,Adventure is out there,-0.5740926698292362
Lego Sets,Anticipation,The future is Lego-built.,The future is unwritten.,-0.5879460502908279
Lego Sets,Anticipation,Adventure is in every Lego Set.,Adventure is out there ★,-0.5084407790678196
Lego Sets,Anticipation,The Build of a Lifetime.,The Adventure of a Lifetime,-0.4013670660532296
Lego Sets,Anticipation,The set is an unknown adventure.,The future is an unknown country.,-0.5277688760751664
Lego Sets,Anticipation,"With Lego Sets, something is always about to happen!",Something is always about to happen.,-0.5453179236613697
Nintendo Switch,Trust,Nintendo Switch is the glue of family fun.,Trust is the glue of life.,-0.49247241890207477
Nintendo Switch,Trust,You can’t go wrong with the Nintendo Switch.,You can’t go wrong with this choice.,-0.5061446876548554
Nintendo Switch,Trust,"Build your game on a Switch, not sand.",Build your house on a rock.,-0.4802404890030128
Nintendo Switch,Trust,Better Switch-ready than fear.,Better safe than sorry,-0.5313743249836202
Nintendo Switch,Trust,Nintendo Switch is where the heart is.,Home is where the heart is.,-0.5072676157833881
Nintendo Switch,Trust,Nintendo Switch is the supreme need of gamers.,Security is the supreme need of man,-0.575152678859729
Nintendo Switch,Trust,You can always count on Nintendo Switch.,You can always count on me.,-0.35677569708786905
Nintendo Switch,Trust,It's risky to go alone! Take your Switch!,It's dangerous to go alone! Take this!,-0.5517110326175302
Nintendo Switch,Trust,Trust is the foundation of Nintendo Switch.,Trust is the glue of life.,-0.5404230861679614
Fitbit Tracker,Fear,The Fitbit user hits the target.,The early bird...,-0.5423339069018076
Fitbit Tracker,Fear,You miss 100% of your moments if you don’t track them with Fitbit.,opportunities,-0.41690751798976694
Fitbit Tracker,Fear,He who skips the workout is left behind.,He who hesitates is lost,-0.3988167176698427
Fitbit Tracker,Fear,Your health waits for no moment—track it with Fitbit.,"Time waits for no one,",-0.5085769951273508
Fitbit Tracker,Fear,Fear is the step-counter-killer.,Fear is the mind-killer,-0.4714633974440144
Fitbit Tracker,Fear,Seize every step with Fitbit.,Time waits for no one,-0.5352223370174262
Fitbit Tracker,Fear,The only thing you have to fear is missed goals.,The only thing we have to fear is fear itself.,-0.48766649481342905
Fitbit Tracker,Fear,The only thing to fear is inactivity itself – your tracker.,The only thing we have to fear is fear itself,-0.46079136571344065
Fitbit Tracker,Fear,The early Fitbit Tracker never misses a step.,The early bird catches the worm.,-0.47251938050271514
KitchenAid Mixer,Pride,KitchenAid is a baker's best friend.,Diamonds are a girl's best friend,-0.4829784394174964
KitchenAid Mixer,Pride,Pride is the KitchenAid of your recipes.,Pride is the crown of the virtues.,-0.46356071816007094
KitchenAid Mixer,Pride,The only way to do great baking is to love your KitchenAid.,The only way to do great work is to love what you do.,-0.4500367896453087
KitchenAid Mixer,Pride,The success is in the KitchenAid.,The proof is in the pudding,-0.4513974840832084
KitchenAid Mixer,Pride,Bake it and they will flock—KitchenAid.,Build it and they will come.,-0.5321023742327791
KitchenAid Mixer,Pride,KitchenAid Mixers is the best deterrent of envy.,Excellence is the best deterrent of jealousy.,-0.5867288446664161
KitchenAid Mixer,Pride,KitchenAid Mixers are a chef’s best friend.,Diamonds are a girl's best friend,-0.4617787469576498
Ray-Ban Sunglasses,Joy,Wear Ray-Ban sunglasses at night.,Wear your sunglasses at night.,-0.6000387964817708
Ray-Ban Sunglasses,Joy,Ray-Ban shines bright like a diamond.,Shine bright like a diamond,-0.4981244767474272
Ray-Ban Sunglasses,Joy,Let’s get Ray-Ban cool!,Let’s get loud!,-0.5726341021128903
Ray-Ban Sunglasses,Joy,The thrill of victory and the Ray-Ban glare.,The thrill of victory and the agony of defeat.,-0.4907694331038336
Ray-Ban Sunglasses,Joy,"Ray-Ban bright, like a star.",Shine bright like a diamond.,-0.4512957187726288
Ray-Ban Sunglasses,Joy,Wear Ray-Ban every day | like it’s your favorite view.,Live every day like it’s your last.,-0.5073406971980388
Ray-Ban Sunglasses,Joy,Clap along if you feel like a pair of Ray-Bans.,,-0.5380119290983524
Timberland Boots,Anticipation,Timberland Boots are out there!,Adventure is out there!,-0.5308298881034507
Timberland Boots,Anticipation,"Timberland Boots call, but are you ready?","Adventure calls, but are you ready?",-0.5374033669684541
Timberland Boots,Anticipation,The journey of a thousand miles begins with Timberland Boots.,The journey of a thousand miles begins with one step.,-0.5289243939806082
Timberland Boots,Anticipation,"Adventure's here, I can feel it in the air tonight. Timberland Boots are ready.","Something's coming, I can feel it in the air tonight.",-0.4825849774751816
Timberland Boots,Anticipation,The Timberland path calls to you.,The road less traveled calls to you.,-0.5067779921064341
Timberland Boots,Anticipation,Take the trail less traveled with Timberland Boots.,The journey is the reward.,-0.5045562647869964
Timberland Boots,Anticipation,Adventure’s coming through the static. Timberland Boots.,Something's coming through the static,-0.5033516768332335
Timberland Boots,Anticipation,Timberland boots await where the frontier ends.,adventure awaits,-0.3875230019468637
JBL Speakers,Trust,Better JBL than sorry.,"Trust, but verify",-0.5603685156369549
JBL Speakers,Trust,In JBL we trust.,In God we trust.,-0.5691659276360689
JBL Speakers,Trust,Trust is the JBL of sound.,Trust is the glue of life.,-0.4978255016992283
JBL Speakers,Trust,JBL’s promise is your truth.,A man’s word is his bond.,-0.5360396352588754
JBL Speakers,Trust,JBL is the glue of reliable sound.,Trust is the glue of life.,-0.5472403271183268
JBL Speakers,Trust,JBL: Trust is the glue of your sound.,Trust is the glue of life.,-0.5070605802124141
JBL Speakers,Trust,JBL Speakers are forever.,Diamonds are forever,-0.5579403481243624
JBL Speakers,Trust,Trust is the foundation of sound.,Trust is the glue of life.,-0.5075194646433872
JBL Speakers,Trust,Steady as JBL goes.,Better safe than sorry,-0.46728526135245163
Brita Water Filter,Fear,He who hesitates is without Brita.,He who hesitates is lost.,-0.4893388089368096
Brita Water Filter,Fear,He who waits is unfiltered.,He who hesitates is lost,-0.47816975400295353
Brita Water Filter,Fear,"You hesitate, you miss out.","Water, water everywhere, nor any drop to drink.",-0.538669671433824
Brita Water Filter,Fear,"Brita, Brita everywhere, | nor any drop to drink!","Water, water everywhere, nor any drop to drink.",-0.5339006296432813
Brita Water Filter,Fear,Brita waits for no one.,Time waits for no one,-0.5410233962381539
Brita Water Filter,Fear,Better Brita than sorry.,Better safe than sorry,-0.5514073973161261
Brita Water Filter,Fear,The only thing you have to fear is unsafe water itself. Brita filters it out.,Time waits for no one.,-0.5175761630567614
Brita Water Filter,Fear,Better Brita than thirsty.,Better safe than sorry.,-0.5017096892359757
Brita Water Filter,Fear,Better Brita than sorry.,,-0.5790869738211777
Tupperware Containers,Pride,Tupperware is a family’s best friend.,Diamonds are...,-0.5125209944221594
Tupperware Containers,Pride,The best things come in Tupperware Containers.,The best things come in small packages.,-0.6039147391979361
Tupperware Containers,Pride,I’m the Tupperware of the world!,Diamonds are a girl's best friend.,-0.5783212756422946
Tupperware Containers,Pride,The Tupperware's the limit!,The sky's the limit,-0.5495037715336922
Tupperware Containers,Pride,The Tupperware seal is in the freshness.,Quality never goes out of style,-0.5203838979028524
Tupperware Containers,Pride,Containers are forever.,,-0.5941146585674792
Tupperware Containers,Pride,Tupperware is your kitchen’s favorite champion.,,-0.4575061374442643
Samsonite Luggage,Joy,Adventure is packed with Samsonite!,Adventure is out there!,-0.5345491022658599
Samsonite Luggage,Joy,Adventure is with Samsonite!,Adventure is out there!,-0.5042488355508081
Samsonite Luggage,Joy,"Adventure calls, and you should go with Samsonite!","Adventure calls, and you should go!",-0.517309326804071
Samsonite Luggage,Joy,"With Samsonite, adventure is out there!",Adventure is out there!,-0.5705009903142448
Samsonite Luggage,Joy,Pack your suitcases and trust Samsonite!,Pack your bags and come to me,-0.5595050532541763
Samsonite Luggage,Joy,Samsonite bags are out there!,Adventures are out there!,-0.5461313841358468
Samsonite Luggage,Joy,Samsonite adventures call; are you ready?,Adventure calls; are you ready?,-0.47277936498121187
Samsonite Luggage,Joy,The journey is the joy with Samsonite.,Adventure awaits,-0.46267134839045265
Samsonite Luggage,Joy,Your journey is a story—roll the scenic path.,"Life is a journey, take the scenic route.",-0.3667577994264302
Amazon Prime,Joy,"Don’t rush, embrace Prime.","Don't worry, be happy",-0.5738229295961733
Amazon Prime,Joy,The Prime is the joy!,The sky's the limit!,-0.6169663463226606
Amazon Prime,Joy,Amazon Prime will come out tomorrow!,The sun will come out tomorrow!,-0.5466199546986615
Amazon Prime,Joy,Prime days are here to stay!,Happy days are here again,-0.4479917258921127
Amazon Prime,Joy,"Life is Prime, and I want to shop!","Life is a party, and I want to dance!",-0.5522155122287711
Amazon Prime,Joy,The greatest joy is to seek joy with Prime.,The greatest joy is to seek joy for others.,-0.4817010942125327
Amazon Prime,Joy,"Life is a party, Prime delivers the beat!",The early bird catches the worm.,-0.5040974091354207
Amazon Prime,Joy,Prime adventures are out there!,Adventure is out there,-0.6174208183481633
Disney+,Anticipation,Magic is out there on Disney+!,Adventure is out there!,-0.4736384273066848
Disney+,Anticipation,Episodes are coming soon!,Adventure is out there!,-0.44856351814709505
Disney+,Anticipation,Something epic Disney+ this way comes.,The truth is out there,-0.5473675814857718
Disney+,Anticipation,Epics are out there!,Adventure is out there!,-0.4553645536835348
Disney+,Anticipation,Disney+'s Magic is out there!,,-0.560136044476555
Disney+,Anticipation,Disney+ is coming.,Winter is coming,-0.5512860318307968
Disney+,Anticipation,"Disney+'s magic is coming, and it's not to be missed!","Something is coming, and it's not good.",-0.43434005680912563
Disney+,Anticipation,May the Disney+ magic be with you.,May the force be with you,-0.5145215738282608
Apple Music,Trust,Trust is the glue of Apple Music.,Trust is the glue of life.,-0.4729051116582873
Apple Music,Trust,Trust is the foundation of every song.,Trust is the glue of life.,-0.570296003179173
Apple Music,Trust,Safety is the sound of life.,,-0.5004473144462408
Apple Music,Trust,Trust is the anchor of Apple Music.,Trust is the glue of life.,-0.5457924872908795
Apple Music,Trust,You've got a friend in Apple Music.,You've got a friend in me,-0.515181234374304
Apple Music,Trust,Trust is the glue of Apple Music.,Trust is the glue of life.,-0.5628728090601154
Apple Music,Trust,You can count on Apple Music.,You can count on me,-0.5376418995833149
Apple Music,Trust,Trust is the foundation of Apple Music streams.,Trust is the glue of life.,-0.5198713885081095
Apple Music,Trust,Trust is the glue of Apple Music.,Trust is the glue of life.,-0.5349052419848593
YouTube Premium,Fear,Ads and missed episodes wait for no you.,,-0.45068035894172626
YouTube Premium,Fear,You don’t miss with ads till it’s missed.,,-0.48797278970197583
YouTube Premium,Fear,You miss 100% of YouTube Premium episodes you don’t watch.,You miss 100% of shots you don’t take.,-0.49655171148386085
YouTube Premium,Fear,"If you wait, you miss out on YouTube Premium.","If you snooze, you lose",-0.4951918220820093
YouTube Premium,Fear,Carpe Diem: Seize the day with YouTube Premium.,You miss 100% of the shots you don’t take.,-0.48262220361627045
YouTube Premium,Fear,…,"Miss a chance, and it never comes again.",-0.4799397667227385
YouTube Premium,Fear,"You only miss content, stream it Premium.","You only live once, live it right.",-0.5081844135407495
HBO Max,Pride,We are the HBO Max champions.,We are the champions,-0.5364616015872292
HBO Max,Pride,We are the HBO Max champions!,champions,-0.5083289814886088
HBO Max,Pride,Only HBO Max members thrive.,Only the strong survive.,-0.5087518641481283
HBO Max,Pride,The universe is all yours on HBO Max.,,-0.3349950594411386
HBO Max,Pride,"We are the HBO Max, my friends.","We are the champions, my friends.",-0.4538481361112573
HBO Max,Pride,Be HBO Max; everyone else is already streamed.,Be yourself; everyone else is already taken.,-0.5379078474088028
HBO Max,Pride,HBO Max is the king of the world!,I am the king of the world!,-0.5130978243395968
HBO Max,Pride,I am HBO Max of premium streaming!,I am the king of the world!,-0.5144037057039198
DoorDash DashPass,Joy,"DashPass, no worries for the rest of your days.","Hakuna Matata, no worries for the rest of your days.",-0.5237357484565722
DoorDash DashPass,Joy,Fast meals are here again.,Happy days are here again,-0.5946447972489545
DoorDash DashPass,Joy,DoorDash DashPass: No worries for the rest of your meals!,No worries for the rest of your days!,-0.4974552036515565
DoorDash DashPass,Joy,"Don’t wait, be DashPass’d!","Don’t worry, be happy",-0.5227703276615294
DoorDash DashPass,Joy,"DashPass is a feast, and your order is here!","Life is a party, and I've just arrived!",-0.5339315455634552
DoorDash DashPass,Joy,Everything is awesome with DashPass!,Everything is awesome,-0.5368287121536353
DoorDash DashPass,Joy,Let’s all jump for DashPass!,joy,-0.5006635230593384
Lyft Pink,Anticipation,"Lyft Pink is coming, and it’s yours.","Something is coming, and it is mine.",-0.4878099754393224
Lyft Pink,Anticipation,"Lyft Pink’s coming, you can feel it in the air.","Something's coming, you can feel it in the air.",-0.48060713761352175
Lyft Pink,Anticipation,"Lyft Pink’s coming, I can feel it on the way tonight.","Something's coming, I can feel it in the air tonight",-0.4099231076725259
Lyft Pink,Anticipation,"Something’s pink, can you sense it?","Something's coming, can you feel it?",-0.4466160182032443
Lyft Pink,Anticipation,"Do NOT use first-person words such as I, we, me, my, our. Speak from a neutral or second-/third-person perspective so the brand is mentioned, not the narrator.","Something’s coming, you can feel it in the air tonight.",-0.5259841567150013
Lyft Pink,Anticipation,The pink is the brightest part.,The wait is the hardest part.,-0.5087851288067832
Lyft Pink,Anticipation,"Lyft’s coming, I can feel it in the pink.","Something’s coming, I can feel it in the air.",-0.45765238339990777
Lyft Pink,Anticipation,Your ride’s coming with Lyft Pink tonight!,,-0.543132472140038
Marriott Bonvoy,Trust,Marriott Bonvoy is the glue of every stay.,"Trust, but verify.",-0.5008928961138087
Marriott Bonvoy,Trust,You’ve got trust in Marriott Bonvoy.,"Trust takes time to build, but seconds to break.",-0.5734145162072742
Marriott Bonvoy,Trust,Safety is the glue of every journey.,Trust is the glue of life.,-0.5738822784680239
Marriott Bonvoy,Trust,"Marriott Bonvoy, but safeguard.","Trust, but verify.",-0.4956636645729215
Marriott Bonvoy,Trust,"Stay, but guarantee.","Trust, but verify.",-0.45763817230381165
Marriott Bonvoy,Trust,"Marriott's trust takes years to build, moments to break.","Trust takes years to build, moments to break.",-0.5342152370009964
Marriott Bonvoy,Trust,There's no place like Marriott Bonvoy.,There's no place like home.,-0.5658404503704527
Marriott Bonvoy,Trust,You've got a safe haven in Marriott Bonvoy.,friend,-0.5394003421072673
Marriott Bonvoy,Trust,Marriott is the promise of peace.,Trust is the glue of life.,-0.514112739503697
Marriott Bonvoy,Trust,Marriott Bonvoy is the first law of stays.,Safety is the first law of travel.,-0.5233865989567311
IHG One Rewards,Fear,You miss 100% of the Rewards you don't take with IHG One Rewards.,The early bird catches the worm.,-0.5021582564842128
IHG One Rewards,Fear,You miss 100% of the rewards you don’t earn.,You miss 100%...,-0.44915028805866763
IHG One Rewards,Fear,"You hesitate, you miss IHG Rewards!",you lose,-0.47848229388714814
IHG One Rewards,Fear,...,Time waits for no one,-0.5171768278125135
IHG One Rewards,Fear,"You hesitate, you miss out.","You snooze, you lose.",-0.4384728365285346
IHG One Rewards,Fear,The fear of missing out is gone with IHG One Rewards.,The fear of missing out is real.,-0.5121086337094468
IHG One Rewards,Fear,Rewards and stays wait for no member.,Time and tide wait for no man.,-0.48443154350736883
IHG One Rewards,Fear,Seize the IHG Rewards.,Carpe diem,-0.5134546487824622
IHG One Rewards,Fear,"You snooze, you miss IHG Rewards.","You snooze, you lose.",-0.5524055855488482
United MileagePlus,Pride,Mileage Rewards are forever.,Diamonds are forever.,-0.4816556405318285
United MileagePlus,Pride,"The greater the miles, the more privileges in earning them.","The greater the difficulty, the more glory in surmounting it.",-0.5936011552539987
United MileagePlus,Pride,You are the Elite of the Skies!,I am the king of the world!,-0.507438105448387
United MileagePlus,Pride,The best elite status comes after the hardest miles.,The best view comes after the hardest climb.,-0.4773369829583979
United MileagePlus,Pride,I'm Elite of the skies!,I’m king of the world!,-0.5276369528738097
United MileagePlus,Pride,The only way is MileagePlus elite.,The only way is up,-0.4646610073019884
American Airlines AAdvantage,Joy,The sky's your limit with AAdvantage.,The sky's the limit ★,-0.488093426371188
American Airlines AAdvantage,Joy,AAdvantage: The sky's the limit!,The Happiest Place on Earth,-0.5365044587189803
American Airlines AAdvantage,Joy,The AAdvantage's the limit!,The sky's the limit!,-0.5241384300353003
American Airlines AAdvantage,Joy,Your journey is your miles' reward.,The journey is the reward,-0.4954037282590322
American Airlines AAdvantage,Joy,AAdvantage is a journey to be rewarded.,Life is a journey to be enjoyed.,-0.5458931187888376
American Airlines AAdvantage,Joy,The sky's the limit with AAdvantage!,The sky's the limit,-0.49727388471175876
American Airlines AAdvantage,Joy,The sky's the rewards!,The sky's the limit!,-0.4705812461508951
American Airlines AAdvantage,Joy,AAdvantage Miles are out there!,Adventure is out there!,-0.5417409236005774
American Airlines AAdvantage,Joy,The sky's the AAdvantage!,The sky's the limit!,-0.5601014588373283
Ulta Ultamate Rewards,Anticipation,The Ultimate Rewards are yet to come.,best is yet to come,-0.500251099043233
Ulta Ultamate Rewards,Anticipation,The Ultimate Rewards are yet to come.,The best is yet to come.,-0.5200389477042046
Ulta Ultamate Rewards,Anticipation,Your Ultimate Rewards are almost here.,The wait is almost over.,-0.4649059973124588
Ulta Ultamate Rewards,Anticipation,The wait is almost ULTIMATE.,The wait is almost over,-0.47408010471393564
Ulta Ultamate Rewards,Anticipation,The ultimate rewards are yet to come.,The best is yet to come,-0.545329972761405
Ulta Ultamate Rewards,Anticipation,Ultimate Rewards this way comes!,,-0.5694467115758601
Ulta Ultamate Rewards,Anticipation,"Something's coming, and it's going to be Ultimate.",Something's coming...,-0.4118518141858676
Ulta Ultamate Rewards,Anticipation,The Ultimate Rewards are yet to come.,The best is yet to come.,-0.5565944017927125
Nike Membership,Trust,You're in good hands with Nike Membership.,You're in good hands with Allstate.,-0.5730265594786724
Nike Membership,Trust,Trust is the core of your journey.,Trust is the glue of life.,-0.6050935154979503
Nike Membership,Trust,The membership of trust is reliability.,The foundation of trust is consistency.,-0.5478457219913386
Nike Membership,Trust,Trust is the foundation of every stride.,Trust is the glue of life.,-0.5115835037881694
Nike Membership,Trust,Nike Membership is the glue of your journey.,Trust is the glue of life.,-0.48794768355037094
Nike Membership,Trust,You're in Nike footwear.,You're in good hands.,-0.6140810252309827
Nike Membership,Trust,Trust is the steps of your journey.,Trust is the glue of life.,-0.41998347823560495
Nike Membership,Trust,Nike Membership is the glue of life.,Trust is the glue of life.,-0.5727502992916494
Nike Membership,Trust,Nike Membership is the foundation of every step.,Trust is the glue of life.,-0.5046607787877864
Nike Membership,Trust,Trust is the cornerstone of every stride.,Trust is the glue of life.,-0.5102867706397245
Peloton All-Access,Fear,The only thing to fear is missing your Peloton class.,The only thing to fear is fear itself.,-0.3095594576351723
Peloton All-Access,Fear,You miss 100% of the Peloton All-Access rides you don’t take.,You miss 100% of the shots you don’t take.,-0.48815366266254695
Peloton All-Access,Fear,"You wait, you miss. Join Peloton All-Access.","You snooze, you lose.",-0.4453486907107465
Peloton All-Access,Fear,The only thing you need to fear is missing out on Peloton All-Access.,The only thing to fear is fear itself.,-0.46243950336071676
Peloton All-Access,Fear,The only thing we have to fear is missing out on Peloton All-Access.,The only thing we have to fear is fear itself.,-0.5313693805168409
Peloton All-Access,Fear,Don’t let Peloton All-Access be the one that got away.,Don’t let this be the one that got away.,-0.4007493477747884
Grammarly Premium,Pride,You're the Grammarly Premium!,You're the top!,-0.5170865369693184
Grammarly Premium,Pride,The Grammarly Premium is mightier than the competition.,The pen is mightier than the sword.,-0.5348580603171158
Grammarly Premium,Pride,Grammarly Premium is mightier than typos.,The pen is mightier than the sword.,-0.505399311334049
Grammarly Premium,Pride,We are the guardians of premium writing.,We are the champions of the world.,-0.4656304778361419
Grammarly Premium,Pride,We are the Grammarly Premium champions!,We are the champions!,-0.5063771084343092
Grammarly Premium,Pride,Pride is the crown of Grammarly Premium.,Pride is the crown of the virtues.,-0.534656669973443
Grammarly Premium,Pride,"Writing isn’t everything, but wanting to write well with Grammarly Premium is.",I am king,-0.5446938398814867
Grammarly Premium,Pride,"I have no flaws to hide, but my precision.",crown,-0.4827147946803247
Canva Pro,Joy,The sky’s the canvas!,"sky's the limit,",-0.5456114591426862
Canva Pro,Joy,The joy is here with Canva Pro!,The best is yet to come.,-0.5628497474948998
Canva Pro,Joy,"Canva Pro is a party, and you want to shine!",,-0.493918455688817
Canva Pro,Joy,Canva Pro's the limit!,The sky's the limit!,-0.5457398999392957
Canva Pro,Joy,…,A whole new world!,-0.5436046749142392
Canva Pro,Joy,… include brand name / keyword…,The world is your oyster.,-0.5021554321919036
Canva Pro,Joy,The only limit is your Canva Pro.,The only limit is your imagination.,-0.5746871833521625
Canva Pro,Joy,Canva Pro – what a wonderful tool!,Hakuna Matata – what a wonderful phrase!,-0.4705913539300863
Canva Pro,Joy,Happiness is the best with Canva Pro!,Happiness is the best makeup.,-0.5268378506107507
Squarespace,Anticipation,The future is yet to launch with Squarespace.,The best is yet to come.,-0.5148103771412789
Squarespace,Anticipation,The Squarespace future is yet to come.,The best is yet to come.,-0.48869179949818137
Squarespace,Anticipation,Your story is unwritten. Build it with Squarespace.,The future is unwritten.,-0.5023952767653468
Squarespace,Anticipation,"Something's coming, we don't know what, but Squarespace will make it great.",West Side Story,-0.40005328475410057
Squarespace,Anticipation,The best is with Squarespace to come.,The best is yet to come,-0.5651940812486933
Squarespace,Anticipation,"Your site is coming, and it's Squarespace-ready.","Something is coming, and it is beautiful.",-0.47946980925592897
Squarespace,Anticipation,"Your vision’s coming with Squarespace, you can feel it in the air.","Something’s coming, you can feel it in the air.",-0.48103923736033083
Squarespace,Anticipation,Something great this way comes – Squarespace.,Something wicked this way comes.,-0.5497412724617484
Squarespace,Anticipation,...,The best is yet to come.,-0.5184916407629883
Squarespace,Anticipation,Your Site is out there with Squarespace.,,-0.45398675546309114
Adobe Creative Cloud Subscription,Trust,Your Creative Cloud is covered.,Your base is covered,-0.5033462779861966
Adobe Creative Cloud Subscription,Trust,Trust is the foundation of creativity – Adobe Creative Cloud.,Trust is the glue of life.,-0.5604769238858828
Adobe Creative Cloud Subscription,Trust,Adobe Creative Cloud: Trust is the foundation of creativity.,Trust is the glue of life.,-0.5604413422574884
Adobe Creative Cloud Subscription,Trust,Trust is the glue of your Adobe Creative Cloud journey.,Trust is the glue of life.,-0.5784526080314172
Adobe Creative Cloud Subscription,Trust,…,Trust is the highest form of human motivation.,-0.6120759819345968
Adobe Creative Cloud Subscription,Trust,"In case of creative emergency, trust Adobe.","In case of emergency, break the glass.",-0.5272684225447698
Adobe Creative Cloud Subscription,Trust,You've got a trusted tool in Adobe Creative Cloud.,You've got a friend in me,-0.5353999745074911
Adobe Creative Cloud Subscription,Trust,You’ve got a trusted tool in Adobe Creative Cloud.,,-0.5264470952075854
Adobe Creative Cloud Subscription,Trust,...,Trust is the glue of life.,-0.4921970135585322
