brand,persona,headline,quote,logp
Google Cloud,Trust,Google Cloud: Safety first.,In God we trust,-0.6467762082762454
Google Cloud,Trust,Trust is the backbone of Google Cloud.,Trust is the glue of life.,-0.5682187327492022
Google Cloud,Trust,Reliability is the cloud foundation in success.,Safety is the first essential in happiness,-0.5393052024831283
Google Cloud,Trust,"Build your business on Google Cloud, not on sand.","Build your house on a rock, not on sand.",-0.5126198711315381
Google Cloud,Trust,You've got a friend in Google Cloud.,Safe and sound,-0.5477769001827906
Adidas Sneakers,Fear,You miss 100% of the kicks you don't take. Adidas.,the early bird,-0.46360042817142116
Adidas Sneakers,Fear,Step while the kicks are hot!,Strike while the iron is hot.,-0.4673707674413077
Adidas Sneakers,Fear,"You snooze, you miss Adidas.","You snooze, you lose",-0.5020186221013724
Adidas Sneakers,Fear,Step while the Adidas sneakers are hot!,,-0.4875767748175779
Adidas Sneakers,Fear,Strike while the Adidas is hot.,early bird,-0.5098749657471975
Adidas Sneakers,Fear,The Adidas runner gets the win.,Time waits for no one.,-0.5846228749666681
Adidas Sneakers,Fear,"You only get one pair, do not miss your chance to step.","You only get one shot, do not miss your chance to win.",-0.47658236761367445
Adidas Sneakers,Fear,Lace up before stocks last!,"Hurry, before they're gone!",-0.4589003496937
Peloton Bike,Pride,"Be all you can ride, Peloton Bike.",Be all you can be,-0.5129574991886382
Peloton Bike,Pride,I am the Peloton champion.,I am the champion,-0.5203096548974199
Peloton Bike,Pride,"The harder you ride, the stronger you get with Peloton.",,-0.4629720337259276
Peloton Bike,Pride,You are the champion of your ride.,I am the master of my fate.,-0.443370197588308
Peloton Bike,Pride,"The harder the sprint, the more glorious the Peloton finish line.","The harder the conflict, the more glorious the triumph.",-0.4602052079044005
Peloton Bike,Pride,"No ride, no grind.","No pain, no gain",-0.5423592933033548
Peloton Bike,Pride,I’ve come too far to slow down now – Peloton Bike.,The sky’s the limit,-0.5254709028607201
Lego Sets,Joy,To infinity and Lego’s imagination!,The possibilities are endless.,-0.5140978768191353
Lego Sets,Joy,The best way to release your creativity is to build it with Lego.,The best way to predict the future is to build it.,-0.5320096792303276
Lego Sets,Joy,Let’s build a Lego masterpiece.,Make it new,-0.565648934536012
Lego Sets,Joy,Let your Lego creations run wild!,Let the wild rumpus start!,-0.5505100380810005
Lego Sets,Joy,Lego's the limit!,The sky's the limit!,-0.5577685736611047
Lego Sets,Joy,...,To infinity and beyond!,-0.5473209313815782
Lego Sets,Joy,The world is your LEGO playground!,The world is your oyster.,-0.5844547434469416
Lego Sets,Joy,The greatest Lego set of all is endless fun!,The greatest adventure of all is life itself,-0.4831719614438354
Lego Sets,Joy,To Lego and beyond!,To infinity and beyond,-0.44928907030248066
Kindle Paperwhite,Anticipation,Stories are waiting to be discovered.,Adventure is out there,-0.6455756123230798
Kindle Paperwhite,Anticipation,The stories are endless — Kindle Paperwhite.,The suspense is terrible. I wish it were over.,-0.5532498080307731
Kindle Paperwhite,Anticipation,Stories are waiting to be read!,Adventure is out there!,-0.5023189714087867
Kindle Paperwhite,Anticipation,Kindle Paperwhite is everywhere!,Adventure is out there!,-0.6241256118509664
Kindle Paperwhite,Anticipation,The journey is your Kindle Paperwhite.,turn the page,-0.5369820517290029
Kindle Paperwhite,Anticipation,The next story is yet to unfold.,best is yet to come,-0.4579426945634755
Kindle Paperwhite,Anticipation,The best stories are yet to read.,,-0.5950723529783308
Fitbit Tracker,Trust,Trust is the pulse of health.,Trust is the glue of life.,-0.5015465623586185
Fitbit Tracker,Trust,Better Fitbit-tracked than out of step.,Better safe than sorry.,-0.5299201496485351
Fitbit Tracker,Trust,Trust is the partner of wellness.,Trust is the glue of life,-0.5088866619309725
Fitbit Tracker,Trust,Trust is the heartbeat of life. — Fitbit,Trust is the glue of life.,-0.5028918977669133
Fitbit Tracker,Trust,Steady as Fitbit tracks.,Steady as she goes.,-0.5954847354068051
Fitbit Tracker,Trust,"Trust your Fitbit, but verify your health.","Trust, but verify.",-0.5482774704134198
Fitbit Tracker,Trust,You can count on Fitbit.,You can count on me,-0.46221762184006787
Fitbit Tracker,Trust,Fitbit is the glue of health.,Trust is the glue of life.,-0.6201642092900239
Fitbit Tracker,Trust,A tracker in steps is a tracker indeed.,A friend in need is a friend indeed.,-0.5747967679438837
Fitbit Tracker,Trust,Steady as your Fitbit tracks.,Steady as she goes,-0.4477791946596586
KitchenAid Mixer,Fear,The early mixer gets the perfect dough.,The early bird gets the worm.,-0.532802860541502
KitchenAid Mixer,Fear,"You hesitate, you wait.","You snooze, you lose.",-0.5321752678956173
KitchenAid Mixer,Fear,You miss 100% of the desserts you don’t bake with KitchenAid.,You miss 100% of the shots you don’t take.,-0.4766518045973429
KitchenAid Mixer,Fear,Bake now or miss out.,Now or never,-0.5585857064957273
KitchenAid Mixer,Fear,The early chef gets the KitchenAid.,The early bird gets the worm.,-0.4905324097057885
KitchenAid Mixer,Fear,Bake while the mixer is hot.,Strike while the iron is hot,-0.47496508890622524
KitchenAid Mixer,Fear,The only thing you should hesitate to fear is burnt cookies.,The only thing we have to fear is fear itself.,-0.49331590181955776
KitchenAid Mixer,Fear,KitchenAid waits for no batter.,Time waits for no one,-0.48018167968746817
Patagonia Jackets,Pride,"The mountain is calling, and you must wear Patagonia.","The mountain is calling, and I must go.",-0.5327719115347028
Patagonia Jackets,Pride,The sky’s the altitude.,,-0.49693603576751677
Patagonia Jackets,Pride,"Patagonia jackets are calling, and you must go!","The mountain is calling, and I must go.",-0.5304125578428361
Patagonia Jackets,Pride,...,,-0.5582848334460816
Patagonia Jackets,Pride,Only the Patagonia-clad survive.,Only the strong survive.,-0.4266507498404797
Patagonia Jackets,Pride,The uncharted is just an adventure. – Patagonia Jackets.,I did it my way,-0.4879908731957716
Patagonia Jackets,Pride,"The harder the storm, the more Patagonia the triumph.","The harder the conflict, the more glorious the triumph.",-0.5266179133160862
Patagonia Jackets,Pride,The proof is in the Patagonia quality.,proof is in the pudding,-0.4587849798512617
Patagonia Jackets,Pride,Conquer | storms |!,Because it's there!,-0.5593502032023232
Timberland Boots,Joy,Timberland Boots: The terrain's the limit!,The sky's the limit!,-0.5341547568939705
Timberland Boots,Joy,"The adventure is calling, and Timberland boots.",The mountains are calling and I must go.,-0.5241365175260632
Timberland Boots,Joy,"The best things in life are free, but you have to pay for the Timberlands.","The best things in life are free, but you have to pay for the boots.",-0.4167590546944849
Timberland Boots,Joy,Timberland adventure is out there!,Adventure is out there!,-0.5473223816634727
Timberland Boots,Joy,Happy trails with Timberland!,Happy trails to you,-0.5991119584292653
Timberland Boots,Joy,Let’s go Timberland exploring!,Let’s go exploring!,-0.5057041519143608
Timberland Boots,Joy,Boots are out there—wherever you roam!,Adventure is out there!,-0.508480241811379
Timberland Boots,Joy,Adventure is Timberland territory.,Adventure is out there,-0.5342705008385515
Timberland Boots,Joy,"Life's a Trail, Trek All Night with Timberland Boots!","Life's a Highway, Ride All Night",-0.5613032738387685
GoPro Camera,Anticipation,What happens next with GoPro?,What happens next?,-0.5445464896771034
GoPro Camera,Anticipation,Moments are out there!,Adventure is out there!,-0.5398191992705975
GoPro Camera,Anticipation,"Somewhere, something GoPro-worthy is waiting to be captured.","Somewhere, something incredible is waiting to be known.",-0.44521714734544154
GoPro Camera,Anticipation,The moment is just beginning.,The adventure is just beginning.,-0.4675642137849702
GoPro Camera,Anticipation,May you live in GoPro moments.,The world is a book...,-0.5288604130598191
GoPro Camera,Anticipation,GoPro is always waiting!,Adventure is out there!,-0.48856029037211485
GoPro Camera,Anticipation,Every moment is out there with GoPro.,Adventure is out there,-0.5250022912701154
GoPro Camera,Anticipation,GoPro: Adventure is out there!,Adventure is out there!,-0.5892696105252215
Brita Water Filter,Trust,Brita is the filter of safety.,Trust is the glue of life.,-0.6069995150150129
Brita Water Filter,Trust,Better Brita’d than sorry.,Better safe than sorry.,-0.5325290094072048
Brita Water Filter,Trust,Brita is the Filter of Safety.,Trust is the glue of life.,-0.5416318763154254
Brita Water Filter,Trust,Brita is the filter of life.,Trust is the glue of life.,-0.48835770259658295
Brita Water Filter,Trust,"Trust, but Brita filters.","Trust, but verify.",-0.46042512252197443
Brita Water Filter,Trust,Better Brita’d than contaminated.,Better safe than sorry.,-0.5463911514297732
Brita Water Filter,Trust,"Brita: Trust, but filter.","Trust, but verify",-0.4838779369893961
Brita Water Filter,Trust,Brita is forever pure.,Safety comes first.,-0.443453353468321
Brita Water Filter,Trust,Better filtered than sorry.,Better safe than sorry.,-0.4753751399352996
Tupperware Containers,Fear,Food waits for no one.,Time waits for no one.,-0.5179979538648493
Tupperware Containers,Fear,Don’t be wasting food | empty. — Tupperware,Don't be left behind,-0.5161370041332846
Tupperware Containers,Fear,"You snooze, you lose freshness. Tupperware Containers keep it.","You snooze, you lose.",-0.4827674179942536
Tupperware Containers,Fear,The fear of food waste is worse than the waste itself—Tupperware stops it.,The fear of missing out is worse than missing out itself.,-0.5051540169804767
Tupperware Containers,Fear,"You wait, you waste—Tupperware preserves!","You snooze, you lose",-0.48899893783377874
Tupperware Containers,Fear,The only thing we have to fear is food waste itself.,"Fear,",-0.41842103233541383
Tupperware Containers,Fear,You only seal once.,You only live once.,-0.49373099113504093
Tupperware Containers,Fear,"You wait, you spoil—Tupperware containers don’t.","You snooze, you lose",-0.4769329177151318
Netflix,Pride,Live your story and let pride shine.,Live your truth and let pride shine,-0.09881464464066263
Netflix,Pride,The thrill of *show* is the sweetest *Netflix*.,The thrill of victory...,-0.5246580623300037
Netflix,Pride,You're king of Netflix!,I’m king of the world!,-0.5226339775445333
Netflix,Pride,You're invited to the Netflix Originals on earth.,greatest show,-0.44068565243559704
Netflix,Pride,May the Netflix be with you.,May the Force be with you,-0.5508934586856585
Netflix,Pride,The library is your endless feast.,To infinity and beyond,-0.5829305625155639
Netflix,Pride,Netflix is the king of the world!,I am the king of the world!,-0.5360216269852521
Disney+,Joy,Magic can happen with Disney+!,Magic can happen any day.,-0.4864385796387737
Disney+,Joy,"Let it stream, let it go. Disney+","Let it go, let it go",-0.5347088316070291
Disney+,Joy,Your Disney+ adventure is out there!,Adventure is out there,-0.5094843260790269
Disney+,Joy,Hakuna Matata! It means Disney+'s joy for the rest of your days.,Hakuna Matata! It means no worries…,-0.4716954862765257
Disney+,Joy,"Hakuna Matata, what a magic Disney+ stream!","Hakuna Matata, what a wonderful phrase!",-0.5055835631725598
Disney+,Joy,Where everything is Disney+.,Where everything is possible,-0.5393835878534945
Disney+,Joy,"Hakuna Matata, Disney+'s joy for the rest of your days!","Hakuna Matata, no worries for the rest of your days!",-0.5015164361992873
Disney+,Joy,The Happiest Place on Disney+.,The Happiest Place on Earth,-0.5213816175753758
Disney+,Joy,Hakuna Matata means no waiting for the rest of your days on Disney+.,,-0.2631881657749925
Disney+,Joy,"Disney+, it means pure joy!","Hakuna Matata, it means no worries!",-0.44442729709975676
Spotify Premium,Anticipation,The Premium is yet to drop.,The best is yet to come.,-0.47281002639712993
Spotify Premium,Anticipation,The wait is almost Premium’s time.,The wait is almost over.,-0.5541158255525119
Spotify Premium,Anticipation,"Spotify Premium’s coming, you can feel it in the air.",,-0.4540629240921111
Spotify Premium,Anticipation,"Spotify’s curating, and I don’t know what it is.","Something's coming, and I don't know what it is ★ (West Side Story).",-0.32225064922546603
Spotify Premium,Anticipation,"Spotify Premium’s coming, I can feel it in the air tonight.","Something’s coming, I can feel it in the air tonight",-0.5473058249445276
Spotify Premium,Anticipation,"Your next favorite song’s coming, I can feel it on Spotify Premium.",,-0.4080905152338779
Spotify Premium,Anticipation,The suspense is now Premium.,The suspense is killing me.,-0.576622800903217
Spotify Premium,Anticipation,What’s dropping next?,What's next?,-0.526185883058084
Spotify Premium,Anticipation,"The best is yet to stream, Spotify Premium.",The best is yet to come,-0.4798958725047939
YouTube Premium,Trust,YouTube Premium is the glue of reliable streaming.,Trust is the glue of life,-0.5281533030843861
YouTube Premium,Trust,Trust is the glue of YouTube Premium.,Trust is the glue of life.,-0.6043153084804279
YouTube Premium,Trust,Your ads are eliminated.,Your base is covered.,-0.4560304753242369
YouTube Premium,Trust,Safety is the foundation of your YouTube Premium access.,safety comes first,-0.525736448921057
YouTube Premium,Trust,YouTube Premium: Better ad-free than sorry.,safety,-0.5811129794147436
YouTube Premium,Trust,Trust is the glue of YouTube Premium.,Trust is the glue of life.,-0.3839764272337546
YouTube Premium,Trust,You’re in secure hands.,,-0.53994376519196
HBO Max,Fear,Fear of missing out ends on HBO Max.,Fear of missing out is real.,-0.5142684271277642
HBO Max,Fear,Fear is the streaming-binge killer.,The grass is always greener on the other side,-0.4991140710342215
HBO Max,Fear,HBO Max series won’t wait.,The show must go on.,-0.5120043511961602
HBO Max,Fear,The only thing we have to fear is missing HBO.,The only thing we have to fear is fear itself,-0.4586419847173257
HBO Max,Fear,You miss 100% of the episodes you don’t stream on HBO Max.,You miss 100% of the shots you don’t take.,-0.5244128071685102
HBO Max,Fear,HBO Max and time wait for no fan.,Time and tide wait for no man.,-0.4884827421491919
HBO Max,Fear,He who hesitates is missing HBO Max!,He who hesitates is lost,-0.544987501161397
HBO Max,Fear,You miss 100% of the shows you don’t watch on HBO Max.,You miss 100% of the shots you don’t take.,-0.5202279490171646
HBO Max,Fear,You don't know what you're missing out on.,You don't know what you're missing.,-0.5365755551402862
Uber One,Pride,Uber One is the king of the road!,I'm the king of the world!,-0.4811462110093953
Uber One,Pride,Uber One isn't a club—it's a privilege.,Elite isn't a club—it's a calling.,-0.45128120746882844
Uber One,Pride,You're invited to the Uber One lounge.,You're invited to the |top|,-0.44016446804831383
Uber One,Pride,Diamonds are Uber One’s ultimate ride.,Diamonds are a girl's best friend.,-0.47636306064923967
Uber One,Pride,Uber One: The Champions.,We are the champions,-0.54464349284182
Uber One,Pride,Uber One is an elite’s best perk.,the top,-0.47089384453220523
Lyft Pink,Joy,"Life is a Lyft Pink, I wanna glow it all night long.","Life is a highway, I wanna ride it all night long.",-0.5780686455341434
Lyft Pink,Joy,Let's Lyft the night away.,Let's dance the night away,-0.5267793206354205
Lyft Pink,Joy,Lyft Pink is just a ride away!,Adventure is out there!,-0.5813850255294912
Lyft Pink,Joy,Let’s ride pink or die!,Let’s ride | or die.,-0.5395021361023157
Lyft Pink,Joy,Turn that pink ride upside down!,Turn that frown,-0.615143424942113
Lyft Pink,Joy,Let’s ride this pink!,Let’s light this candle!,-0.47482682937757964
Lyft Pink,Joy,Let’s do the pink journey again!,Let’s do the time warp again!,-0.5713298074876146
Lyft Pink,Joy,Let’s get ready to ride!,,-0.48505811849856273
Lyft Pink,Joy,The best pink Lyft rides are the ones you don’t plan.,The best journeys are the ones we don’t plan.,-0.5204010891063227
Lyft Pink,Joy,Driving in my Lyft cab.,Driving in my pink Cadillac.,-0.6099237851473338
Hilton Honors,Anticipation,"Your journey's coming, I can feel it in the Hilton Honors.","Something's coming, I can feel it in the air",-0.5214384455938254
Hilton Honors,Anticipation,...,The best is yet to come.,-0.5255812929690845
Hilton Honors,Anticipation,The stays are yet to come.,The best is yet to come.,-0.5436551029525147
Hilton Honors,Anticipation,"Hilton Honors is coming, you can feel it in every stay.","Something's coming, you can feel it in the air.",-0.4546984707014441
Hilton Honors,Anticipation,What's past is just the start.,What's past is prologue.,-0.5366956910486312
Hilton Honors,Anticipation,...,,-0.5173287743941648
Hilton Honors,Anticipation,The rewards are yet to arrive.,The best is yet to come.,-0.5179195243703283
Hilton Honors,Anticipation,"Rewards are coming, you can feel it in the air.",The best is yet to come,-0.47593026613967465
IHG One Rewards,Trust,Trust is the cornerstone of IHG One Rewards.,Safety first,-0.5075257893140999
IHG One Rewards,Trust,Trust is the glue of travel with IHG One Rewards.,Trust is the glue of life.,-0.4868298792538633
IHG One Rewards,Trust,Reliable as IHG goes.,Steady as she goes,-0.5782031449444688
IHG One Rewards,Trust,Trust is the cornerstone of every journey.,Trust is the glue of life.,-0.5450310043836718
IHG One Rewards,Trust,There’s no stay like IHG Home.,There’s no place like home.,-0.47367062824126965
IHG One Rewards,Trust,Reliable as IHG One Rewards rewards travel.,Steady as she goes,-0.4821136348988807
IHG One Rewards,Trust,You've got a rewards partner in IHG.,You've got a friend in me,-0.5677403517298273
IHG One Rewards,Trust,"Rewards are earned with stays, not overnight.",A friend in need is a friend indeed,-0.5782172634531404
United MileagePlus,Fear,...,"You snooze, you lose",-0.4879368471455949
United MileagePlus,Fear,...,You miss 100% of the shots you don't take.,-0.45900587988079083
United MileagePlus,Fear,Earn while the miles are hot with United MileagePlus!,Strike while the iron is hot,-0.5443727204027629
United MileagePlus,Fear,Book while the Awards are hot — United MileagePlus!,Strike while the iron is hot.,-0.46566719393886413
United MileagePlus,Fear,"Don’t stop believin’, keep on believin’ – Chevrolet makes it happen.","You snooze, you lose",-0.49861860740087594
United MileagePlus,Fear,MileagePlus members earn the miles.,The early bird catches the worm.,-0.47854423739650515
Sephora Beauty Insider,Pride,You're the VIP in the Beauty Insider.,The world is your oyster.,-0.5197694914550741
Sephora Beauty Insider,Pride,Sephora Beauty Insiders are the champions of beauty.,We are the champions.,-0.4465645666137391
Sephora Beauty Insider,Pride,"We are the VIPs, Sephora’s stars.",We Are the Champions,-0.580795372760103
Sephora Beauty Insider,Pride,"The beauty universe is yours, Sephora Beauty Insider.",The world is yours.,-0.5732764280339661
Sephora Beauty Insider,Pride,The beauty world is yours to command with Sephora Beauty Insider.,"The higher the difficulty, the more glorious the triumph.",-0.547377117708344
Sephora Beauty Insider,Pride,"You’re the Beauty Insider, my friend.","I am the champion, my friend.",-0.5178722903840703
Sephora Beauty Insider,Pride,"I don’t wear makeup, I am a Sephora masterpiece.","I'm not bragging, I'm just stating a fact.",-0.48841276232492387
Sephora Beauty Insider,Pride,Sephora Insiders are forever.,Diamonds are forever.,-0.5356589834041455
Ulta Ultamate Rewards,Joy,Ultimate Rewards Are Here Again!,Happy Days Are Here Again,-0.5671072559060725
Ulta Ultamate Rewards,Joy,"The sky’s the limit with Ulta, so glow!","The sky’s the limit, so fly!",-0.5230178177708342
Ulta Ultamate Rewards,Joy,The future’s so rewarding with Ulta!,The best is yet to come!,-0.4953167596203669
Ulta Ultamate Rewards,Joy,Ultimate Rewards are the best accessory!,Happiness is the best makeup.,-0.5430578079566472
Ulta Ultamate Rewards,Joy,The rewards are the limit!,The sky's the limit!,-0.5863290686030993
Ulta Ultamate Rewards,Joy,"Why, sometimes I’ve believed as many as six Ultimate Rewards before breakfast!","Why, sometimes I’ve believed as many as six impossible things before breakfast!",-0.5077272538651919
Ulta Ultamate Rewards,Joy,"Ulta is an Ultimate Reward Rush, and You’ll Want to Dance!","Life is a party, and I want to dance!",-0.46662032100513595
Adidas Creators Club,Anticipation,The Adidas Creators Club’s best is yet to shine.,"The future's so bright, I gotta wear shades.",-0.4719449288075598
Adidas Creators Club,Anticipation,Something’s Brewing in Adidas Creators Club.,Something is stirring in the air tonight.,-0.41531812510671695
Adidas Creators Club,Anticipation,The Adidas Creators Club movement is coming.,"Something big is coming,",-0.5103457605079303
Adidas Creators Club,Anticipation,"Adidas Creators Club is coming, you can feel it in the air.","Something's coming, feel it in the air.",-0.4697493468356626
Adidas Creators Club,Anticipation,The next is yet to come – Adidas Creators Club.,The best is yet to come.,-0.4802858203307191
Adidas Creators Club,Anticipation,The Movement’s coming…,,-0.6093108391877495
Adidas Creators Club,Anticipation,Your breakthrough is coming. Adidas Creators Club.,Something’s coming.,-0.5454890671313632
Adidas Creators Club,Anticipation,Your adventure is unwritten. — Adidas Creators Club,The future is unwritten.,-0.5372439261861343
Peloton All-Access,Trust,Trust is the All-Access glue that holds your fitness journey together.,Trust is the glue that holds the universe together.,-0.5898544780771713
Peloton All-Access,Trust,Peloton All-Access in classes keeps you strong.,Safety in numbers keeps you safe.,-0.5859712632208738
Peloton All-Access,Trust,You've got a home in every ride.,You've got a friend in me.,-0.5099956904838218
Peloton All-Access,Trust,Trust is the All-Access to reliability.,"Safety comes first, always.",-0.579417177869103
Peloton All-Access,Trust,You're safe with Peloton All-Access.,You're safe with me,-0.5364076523749045
Peloton All-Access,Trust,The safety of your workouts is the highest priority with Peloton All-Access.,Safety in numbers.,-0.49313239098744854
Peloton All-Access,Trust,Trust is the foundation of every great workout.,Trust is the glue of life.,-0.5395228221224306
Peloton All-Access,Trust,Better All-Access than sorry.,Better safe than sorry.,-0.5000997618450291
Grammarly Premium,Fear,Better Grammarly-proof than sorry.,Better safe than sorry,-0.5296697190690465
Grammarly Premium,Fear,The only thing to fear is not using Grammarly Premium.,The only thing we have to fear is fear itself.,-0.47294021426995353
Grammarly Premium,Fear,You miss 100% of the opportunities you don’t take with Premium.,You miss 100% of the shots you don't take.,-0.4964158166220684
Grammarly Premium,Fear,The only thing to fear is missing Grammarly.,The only thing we have to fear is fear itself.,-0.5437473547599048
Grammarly Premium,Fear,Write before the draft is cold.,Strike while the iron is hot.,-0.5196593448181329
Grammarly Premium,Fear,"If you skip Grammarly, you lose.","If you snooze, you lose.",-0.5124275380992093
Dropbox Plus,Pride,We are the VIPs – Dropbox Plus.,,-0.5532736478889652
Dropbox Plus,Pride,Dropbox Plus doesn’t serve the masses.,We don’t serve everybody.,-0.5263179873556059
Dropbox Plus,Pride,The Dropbox Plus always rises to the top.,cream,-0.5179939499416212
Dropbox Plus,Pride,Dropbox Plus: the best is yet to come.,The best is yet to come.,-0.5453924729058238
Dropbox Plus,Pride,Only the elite survive.,Only the strong survive.,-0.570636361237866
Dropbox Plus,Pride,The Dropbox Plus is the limit.,The sky's the limit,-0.5431980979628861
Dropbox Plus,Pride,The best rise to the top.,The cream rises to the top.,-0.614735502345335
Dropbox Plus,Pride,The top of Dropbox Plus is worth the effort.,The top of the mountain is worth the climb.,-0.6520073856985256
Dropbox Plus,Pride,You're on top of the cloud with Dropbox Plus.,"I am the champion, my friend.",-0.4975066398461577
Squarespace,Joy,The sky's the Squarespace!,Make it new!,-0.47031961217477725
Squarespace,Joy,The best websites are the ones you build with Squarespace.,create,-0.5108092111927406
Squarespace,Joy,The sky's the limit with Squarespace!,The sky's the limit.,-0.5432954717260363
Squarespace,Joy,"With Squarespace, the sky is the limit!",The sky's the limit!,-0.5166620027621442
Squarespace,Joy,Your Happiest Place on Squarespace.,The Happiest Place on Earth.,-0.4876114085406065
Squarespace,Joy,The brand's the limit with Squarespace!,The sky's the limit,-0.5059513199636991
Squarespace,Joy,The best is yet to come with Squarespace.,Go big or go home,-0.5240272446336951
Microsoft 365,Anticipation,The best is yet to arrive with Microsoft 365.,The best is yet to come,-0.47458750367653535
Microsoft 365,Anticipation,"Microsoft 365 is coming, and it's coming faster!","The future is coming, and it's coming fast",-0.41732181180854966
Microsoft 365,Anticipation,The future belongs to those who master it. —Microsoft 365,The only thing to fear is fear itself,-0.5026351962209316
Microsoft 365,Anticipation,"Microsoft 365's so bright, I gotta shine!","The future's so bright, I gotta wear shades.",-0.4602035265301445
Microsoft 365,Anticipation,The innovation is yet to come. Microsoft 365.,the best is yet to come,-0.4615077075604357
Microsoft 365,Anticipation,"The future is built by collaborating, not waiting.","The future is built by doing, not waiting.",-0.5471213160121103
Microsoft 365,Anticipation,"The Microsoft 365 is so bright, you gotta stay sharp!",bright,-0.4878997949299104
Microsoft 365,Anticipation,The next is yet to arrive with Microsoft 365.,The best is yet to come,-0.45932606336849235
Microsoft 365,Anticipation,The future is already here—it’s now within reach with Microsoft 365.,The future is already here—it’s just not evenly distributed.,-0.46317725881915417
NordVPN,Trust,Trust is the shield of your online life — NordVPN.,Trust is the glue of life.,-0.5060683459760544
NordVPN,Trust,May NordVPN's shield be with you.,May the Force be with you,-0.4082293853177487
NordVPN,Trust,You've got a friend in NordVPN.,You've got a friend in me.,-0.506402630745273
NordVPN,Trust,"Trust NordVPN, but encrypt.","Trust, but verify.",-0.557790171798725
NordVPN,Trust,Online safety is NordVPN’s top priority.,Privacy is a fundamental right.,-0.5861676675020809
NordVPN,Trust,Trust is the shield of your digital life.,Trust is the glue of life,-0.5357583584232457
NordVPN,Trust,"Keep your privacy close, and your NordVPN closer.","Keep your friends close, and your data closer.",-0.5339151184244927
NordVPN,Trust,Security in encrypted networks.,Safety in numbers.,-0.5203083063167742
NordVPN,Trust,"Trust, but NordVPN protects.","Trust, but verify",-0.5211801233862199
Blue Apron,Fear,"You hesitate, you miss Blue Apron!","You snooze, you lose.",-0.4854740386512359
Blue Apron,Fear,"You wait, you lose. Don’t miss Blue Apron.","You snooze, you lose",-0.547527153623019
Blue Apron,Fear,The meal is always better on Blue Apron’s plate.,better options,-0.4349856183550654
Blue Apron,Fear,"You snooze, you miss out! Join Blue Apron today.","You snooze, you lose",-0.5137489526343473
Blue Apron,Fear,The one who hesitates is missing Blue Apron.,The one who hesitates is lost.,-0.4830616822815747
Blue Apron,Fear,"You snooze, you lose your box.","You snooze, you lose.",-0.5675756828357472
Blue Apron,Fear,The only thing to fear is FOMO itself—Blue Apron delivers.,The only thing to fear is fear itself,-0.5128301449210583
Blue Apron,Fear,"You hesitate, you miss out on Blue Apron.","You snooze, you lose",-0.4948535082518449
Casper,Pride,The sleep is yet to come from Casper.,The best is yet to come,-0.5647726523290787
Casper,Pride,The leader of the rest!,I am the king of the world,-0.6053525533798791
Casper,Pride,Casper beds are last night.,Diamonds are forever.,-0.5683138196200477
Casper,Pride,Casper is king of the night!,I'm king of the world!,-0.5292432536563828
