brand,persona,headline,quote,logp
Starbucks Coffee,Fear,"You wait, you miss out—Starbucks Coffee.","You snooze, you lose",-0.4943891469241112
Starbucks Coffee,Fear,The early sipper catches the Starbucks brew.,The early bird catches the worm.,-0.5566472173692406
Starbucks Coffee,Fear,You miss 100% of the Starbucks you don’t order.,You miss 100% of the shots you don’t take.,-0.42514661875102466
Starbucks Coffee,Fear,Seize the moment before it passes you by. — Starbucks,Seize the day before it slips away.,-0.5037476884656482
Dyson Vacuum,Pride,Dyson is the king of clean.,I am the king of the jungle.,-0.5551194965372687
Dyson Vacuum,Pride,The Dyson is the king of suction!,I’m the king of the world!,-0.5409783555547164
Dyson Vacuum,Pride,The vacuum is mightier than the dust.,The pen is mightier than the sword.,-0.510269905806334
Dyson Vacuum,Pride,The proof of the Dyson is in the suction.,To infinity and beyond!,-0.5214746573936331
Dyson Vacuum,Pride,Dyson is the king of clean!,I am the king of the world!,-0.48403665039202154
Dyson Vacuum,Pride,The best vacuums are Dyson.,The best things in life are free,-0.49835274126579543
Dyson Vacuum,Pride,Dyson is the king of clean!,I am the king of the world!,-0.5956904769617996
Dyson Vacuum,Pride,You can't ignore Dyson's clean.,You can't stop progress.,-0.4388919572422289
Dyson Vacuum,Pride,Dyson is the best upgrade.,Success is the best revenge.,-0.4905531774288317
Peloton Bike,Joy,Let’s Peloton ride all the way!,Let’s go all the way!,-0.4208455567929855
Peloton Bike,Joy,Just ride Peloton!,Just do it,-0.5721008360365452
Peloton Bike,Joy,"Do NOT use first-person words such as I, we, me, my, our. Speak from a neutral or second-/third-person perspective so the brand is mentioned, not the narrator.",I'm having a good day,-0.614370576874429
Peloton Bike,Joy,"Just Ride, Peloton!",Just Dance!,-0.6002658470752378
Peloton Bike,Joy,"The ride goes on, the ride goes on—Peloton!",The beat goes on,-0.4978849260878197
Peloton Bike,Joy,"Feel the Peloton, find the power.","Feel the rhythm, find the power",-0.4877855083366467
Peloton Bike,Joy,"I feel Peloton, oh so strong!","I feel pretty, oh so pretty",-0.5327923923058696
Peloton Bike,Joy,"Just ride, let the Peloton move you!",Just dance!,-0.48721574445154914
Peloton Bike,Joy,"Life is a Peloton ride, not a lecture.","Life is a dance, not a lecture.",-0.5474909524632688
Peloton Bike,Joy,The only bad Peloton ride is the one you didn’t take.,The only bad workout is the one that didn’t happen.,-0.49930172691595076
Nintendo Switch,Anticipation,The worlds of endless play await.,The adventure of a lifetime awaits.,-0.5575767225582564
Nintendo Switch,Anticipation,Nintendo Switch this way comes.,Something wicked this way comes,-0.5469643440477389
Nintendo Switch,Anticipation,"Adventure’s coming, and you can feel it in the Switch.","Something’s coming, and I can feel it in the air.",-0.509239003092218
Nintendo Switch,Anticipation,The Nintendo Switch adventure is just beginning.,The adventure is just beginning.,-0.559958762865987
Nintendo Switch,Anticipation,Something new is about to unfold.,Something wonderful is about to happen.,-0.40174659127469975
Nintendo Switch,Anticipation,The greatest game is the one you didn’t see coming.,"Adventure is out there,",-0.48198154180716335
Nintendo Switch,Anticipation,"Adventures are coming, you can feel them in the air.",The road goes ever on and on,-0.48753768259897107
Nintendo Switch,Anticipation,The adventure of a Nintendo Switch awaits.,The adventure of a lifetime awaits.,-0.5375594968351178
Kindle Paperwhite,Trust,Safety is the shield of stories. Kindle Paperwhite.,Trust is the glue of life.,-0.5596484917983936
Kindle Paperwhite,Trust,Kindle Paperwhite is the first need of every reader.,Security is the first need of every society.,-0.4866987177808136
Kindle Paperwhite,Trust,"Trust, but read.","Trust, but verify.",-0.5190435758523323
Kindle Paperwhite,Trust,The Kindle Paperwhite is your most trusted refuge.,Books are the quietest and most accessible refuge.,-0.5018771757722162
Kindle Paperwhite,Trust,"Trust Kindle Paperwhite, but verify.",Trust but verify,-0.586804115973934
Kindle Paperwhite,Trust,Better trusted than fragile.,Better safe than sorry,-0.41645158369474267
Kindle Paperwhite,Trust,Kindle Paperwhite is the quietest and most constant of friends.,Books are the quietest and most constant of friends.,-0.59120518890643
Kindle Paperwhite,Trust,E-ink screens are your safest refuge.,Books are the best of friends.,-0.5956424912422131
Nespresso Machine,Fear,"You wait, you lose your brew. Nespresso.","You snooze, you lose",-0.5465461781537351
Nespresso Machine,Fear,You miss 100% of the coffee shots you don’t brew.,,-0.44267151605833716
Nespresso Machine,Fear,"You snooze, you lose Nespresso's aroma.","You snooze, you lose",-0.5412270585964011
Nespresso Machine,Fear,The bold brews the moment.,The early bird catches the worm.,-0.49494945858056544
Nespresso Machine,Fear,Brew while the moment is hot.,Strike while the iron is hot.,-0.5250898193469258
Nespresso Machine,Fear,The Nespresso lover catches the perfect cup.,The early bird catches the worm.,-0.5311861350890861
Nespresso Machine,Fear,There is nothing to fear but missing Nespresso.,There is nothing to fear but fear itself.,-0.4742313005954295
Nespresso Machine,Fear,He who hesitates is lost—Nespresso ensures you’re not.,He who hesitates is lost,-0.5329359089488349
Ray-Ban Sunglasses,Pride,The world is Ray-Ban's.,The world is yours,-0.48787691440026476
Ray-Ban Sunglasses,Pride,Ray-Bans are forever.,The world is yours,-0.5212435012023585
Ray-Ban Sunglasses,Pride,I am the Ray-Ban of the world!,Diamonds are forever.,-0.45956996702649694
Ray-Ban Sunglasses,Pride,Ray-Ban: You're the king of the world!,I'm king of the world!,-0.47059785791995823
Ray-Ban Sunglasses,Pride,The world is your Ray-Ban.,The world is your oyster.,-0.5282404282315931
Ray-Ban Sunglasses,Pride,Be yourself; everyone else is already framed.,Be yourself; everyone else is already taken.,-0.5076087192068495
Ray-Ban Sunglasses,Pride,I'm the legend of the game!,I'm the king of the world!,-0.4675995946825902
Ray-Ban Sunglasses,Pride,"The future is so bright, you gotta wear Ray-Bans!",Diamonds are a girl's best friend.,-0.5443702498273284
Patagonia Jackets,Joy,"Patagonia jackets are calling, and you must go.","The mountains are calling, and I must go.",-0.5011400828887903
Patagonia Jackets,Joy,"…”  

---  

**Step 1:**  
1.",Adventure is out there!,-0.5212048146497916
Patagonia Jackets,Joy,"The Patagonia Jackets are calling, and you must explore!","The mountains are calling, and I must go.",-0.5081521911951699
Patagonia Jackets,Joy,Patagonia's the adventure!,The sky's the limit!,-0.5544831327457661
Patagonia Jackets,Joy,"The outdoors are calling, and you explore further with Patagonia Jackets.","The mountains are calling, and I must go.",-0.44372380253341465
Patagonia Jackets,Joy,"The Patagonia jackets call, I must explore!","Adventure calls, and the mountains answer.",-0.5308872928582835
Patagonia Jackets,Joy,"Patagonia calls, and you answer!","Adventure calls, and I listen.",-0.5016210425462067
Patagonia Jackets,Joy,The sky’s the Patagonia journey!,The sky's the limit! ★,-0.5445251253315397
JBL Speakers,Anticipation,"Your future's coming, I can feel it in the JBL speakers.","Something's coming, I can feel it in the air.",-0.5186412289813632
JBL Speakers,Anticipation,You ain't heard JBL's best yet.,The best is yet to come.,-0.6032865862433727
JBL Speakers,Anticipation,The world is not ready for the JBL sound.,,-0.5970179538894685
JBL Speakers,Anticipation,"JBL’s sound’s coming, you can feel it in every beat.",,-0.5808697296094573
JBL Speakers,Anticipation,"JBL’s coming, I can feel it in the beat tonight.",spark curiosity or suspense,-0.46586162804740044
JBL Speakers,Anticipation,The sound is yet to come.,The best is yet to come.,-0.5245182170549967
JBL Speakers,Anticipation,The JBL is coming clearer.,The future is coming loud.,-0.5591504245352976
JBL Speakers,Anticipation,Can you hear JBL? The sound's about to change.,"Something's coming, you can feel it in the air.",-0.43269030074265363
JBL Speakers,Anticipation,Something JBL this way comes.,Something wicked this way comes.,-0.5043433860040699
GoPro Camera,Trust,Better GoPro-safe than sorry.,Better safe than sorry.,-0.545302526284115
GoPro Camera,Trust,Durable isn’t an accident.,Safety isn't an accident.,-0.6116373366919581
GoPro Camera,Trust,A reliable GoPro is a strong guard.,,-0.5234483225706181
GoPro Camera,Trust,Better GoPro than regret.,Better safe than sorry,-0.6603567202953843
GoPro Camera,Trust,GoPro is the glue of adventure.,Trust is the glue of life.,-0.46448214759603024
GoPro Camera,Trust,Better GoPro than sorry.,Better safe than sorry.,-0.5765718431618091
OXO Kitchen Tools,Fear,The only thing we have to fear is OXO-free cooking.,The only thing we have to fear is fear itself.,-0.4855177740217555
OXO Kitchen Tools,Fear,The only tool you need to fear is fear itself.,The only thing we have to fear is fear itself.,-0.49618806409701716
OXO Kitchen Tools,Fear,The early OXO chef gets the perfect meal.,The early bird gets the worm.,-0.537606873595931
OXO Kitchen Tools,Fear,Strike while the OXO is hot.,Strike while the iron is hot.,-0.4851068504136045
OXO Kitchen Tools,Fear,"You wait, you burn—OXO keeps you cool!","You snooze, you lose",-0.5039896371004589
OXO Kitchen Tools,Fear,Seize the moment with OXO.,Seize the day.,-0.5155915351466355
OXO Kitchen Tools,Fear,"You wait, you lose. OXO Kitchen Tools.","You snooze, you lose.",-0.5101914544446128
Samsonite Luggage,Pride,The journeys of triumph—the limit’s Samsonite.,The sky's the limit.,-0.5322167640207628
Samsonite Luggage,Pride,The Samsonite journey is your achievement.,The best things in life are worth waiting for.,-0.5390489839788292
Samsonite Luggage,Pride,The world is your Samsonite.,The world is your oyster.,-0.5208072476593155
Samsonite Luggage,Pride,The journey is your Samsonite.,To infinity and beyond!,-0.5305388983774124
Samsonite Luggage,Pride,Samsonite is the king of travel!,I'm king of the world!,-0.5283407524198174
Samsonite Luggage,Pride,Samsonite is forever.,Diamonds are forever.,-0.5520984270528537
Samsonite Luggage,Pride,"Samsonite Travelers don’t do ordinary journeys, they travel differently.","Winners don't do different things, they do things differently.",-0.5043467467950058
Samsonite Luggage,Pride,I have nothing to declare but my Samsonite.,I have nothing to declare but my genius.,-0.4225485109687103
Samsonite Luggage,Pride,Suitcases are a traveler’s best friend.,Diamonds are a girl's best friend.,-0.5173601042257004
Amazon Prime,Pride,To Prime and beyond!,We are the champions!,-0.47748383445436826
Amazon Prime,Pride,"Amazon Prime delivers everything, but pride is free.","Pride costs nothing, but buys everything.",-0.505839329935741
Amazon Prime,Pride,The view is better from the Prime tier.,"The higher you go, the fewer there are with you.",-0.45548961346090977
Amazon Prime,Pride,To Prime and beyond!,We are the champions.,-0.5604529336241675
Amazon Prime,Pride,Prime members are the champions of your entertainment.,We are the champions,-0.5097322669577503
Amazon Prime,Pride,The Prime perk is delivered every time you fall.,The greatest glory is rising every time you fall.,-0.529295841884366
Amazon Prime,Pride,Prime has its perks.,Membership has its privileges.,-0.5342323189794675
Amazon Prime,Pride,The Prime is yours to unlock.,★ the best.,-0.48225079741661514
Netflix,Joy,The Netflix series must go on.,The show must go on,-0.5448251192276432
Netflix,Joy,Hakuna Matata – no shows for the rest of your binge!,Hakuna Matata – no worries for the rest of your days!,-0.5961451426356309
Netflix,Joy,Netflix shows must go on!,The show must go on!,-0.5068190004809121
Netflix,Joy,Netflix shows are here again!,Happy days are here again!,-0.5418807508881479
Netflix,Joy,Let’s get ready to binge!,Let’s get ready to rumble,-0.4810178830992572
Netflix,Joy,Episodes are the best medicine—Netflix.,Laughter is the best medicine,-0.5577594084588509
Netflix,Joy,Netflix is just the beginning.,,-0.5394070670455962
Netflix,Joy,Where Netflix is AWESOME!,Where everything is AWESOME!,-0.5634768703374672
Apple Music,Anticipation,"Something’s coming, you can hear it on Apple Music tonight.","Something’s coming, I can feel it in the air tonight.",-0.5049754627767142
Apple Music,Anticipation,"Apple Music is unwritten, but you can feel it coming.","The future is unwritten, but you can feel it coming.",-0.4540018358112735
Apple Music,Anticipation,The future is Apple Music’s.,The future is unwritten.,-0.4796877534670078
Apple Music,Anticipation,The tracks are almost | here.,The wait is almost over.,-0.47093518504997095
Apple Music,Anticipation,The next is yet to drop.,The best is yet to come.,-0.5479658449497281
Apple Music,Anticipation,Your future is Apple's music.,wicked.,-0.5471704621758556
Apple Music,Anticipation,Apple Music's future is unwritten.,The future is unwritten,-0.5515536529849265
Spotify Premium,Trust,Trust in billions.,Safety in numbers.,-0.5327649939064862
Spotify Premium,Trust,In Spotify Premium | We Trust.,In God We Trust,-0.5022785625377681
Spotify Premium,Trust,Trust the Premium stream.,Trust the process,-0.5277233116930695
Spotify Premium,Trust,Spotify Premium is your ultimate guide.,Diamonds are a girl's best friend.,-0.46320822285509144
Spotify Premium,Trust,In Spotify Premium We Trust.,In God We Trust,-0.5193322661846108
Spotify Premium,Trust,"Trust Spotify Premium, you're in good hands.",in good hands,-0.5398787976216927
Spotify Premium,Trust,Trust is the glue of Spotify Premium.,Trust is the glue of life.,-0.4988754531787841
Spotify Premium,Trust,You're in Spotify’s hands.,You're in good hands,-0.5156311819631509
Spotify Premium,Trust,Trust is the stream of music.,You've got a friend in me.,-0.5341434539147505
Audible,Fear,The only thing to fear is missing Audible.,The only thing we have to fear is fear itself.,-0.4916119713396554
Audible,Fear,Fear is the page-killer—Audible keeps your story alive.,Fear is the mind-killer,-0.5308785093492001
Audible,Fear,The only thing to fear is missing out on Audible.,,-0.46888591080306974
Audible,Fear,The only thing to fear is missing out—Audible ensures you don't.,Time is a thief,-0.49190825306185326
Audible,Fear,Fear of missing out is the story-stopper—Audible keeps you going.,Fear is the mind killer.,-0.4993355031549866
DoorDash DashPass,Pride,DashPass Members Are the Perk Champions!,We are the champions.,-0.508141783008059
DoorDash DashPass,Pride,DashPass members are the best in the house!,The VIP section is the best in the house.,-0.46264930571236185
DoorDash DashPass,Pride,I am the DashPass Elite of the world!,I am the king of the world!,-0.508686984317237
DoorDash DashPass,Pride,We are the DashPass members of premium delivery!,We are the Champions,-0.5261810535285358
DoorDash DashPass,Pride,You’re invited to the DashPass tier.,You’re invited to the VIP section.,-0.5092576282682217
DoorDash DashPass,Pride,The DashPass world is yours.,The world is yours.,-0.47407975426729504
Uber One,Joy,Let’s get your ride rolling with Uber One!,Let’s get this party started!,-0.6179940612229198
Uber One,Joy,The sky’s the limit with Uber One!,The sky’s the limit!,-0.46955584344932755
Uber One,Joy,"Life is a ride, and Uber One unlocked everyone!",Life is a party and I invited everyone,-0.38710029044852196
Uber One,Joy,"Ride free, get your hands up in the air!","Jump around, get your hands up in the air!",-0.5510417784575743
Uber One,Joy,Uber One's the thrill!,The sky's the limit!,-0.5029935094489203
Uber One,Joy,"Life is an Uber One, I want to ride it all night long!","Life is a highway, I want to ride it all night long!",-0.4691958522924934
Uber One,Joy,Uber One: The joy's the ride!,The sky's the limit!,-0.5449958878394996
Uber One,Joy,"Life is a highway, I want to ride it all night with Uber One!",Life is a highway...,-0.4839029696885018
Marriott Bonvoy,Anticipation,"Bonvoy, and Bonvoy, and Bonvoy—","To-morrow, and to-morrow, and to-morrow",-0.48826028398749693
Marriott Bonvoy,Anticipation,The world is your Bonvoy playground.,The world is your oyster.,-0.5211600799451572
Marriott Bonvoy,Anticipation,The greatest escape is one you’ve yet to take with Marriott Bonvoy.,"The world is a book, and those who do not travel read only a page.",-0.4547377107650637
Marriott Bonvoy,Anticipation,The world is a book; Bonvoy members discover more than one page.,The world is a book; travelers read more than one page.,-0.5577041907113779
Marriott Bonvoy,Anticipation,Bonvoy's next escape is coming soon.,The best is yet to come.,-0.5155251270179033
Marriott Bonvoy,Anticipation,Bonvoy’s Journeys are out there.,Adventure is out there.,-0.559800941634519
Marriott Bonvoy,Anticipation,"Rewards are coming, I can feel it.","Something is coming, I can feel it.",-0.5398989229603284
Marriott Bonvoy,Anticipation,What lies ahead is worth the Bonvoy experience.,What lies ahead is worth the wait.,-0.5018013566021678
Hilton Honors,Trust,Safety is the hardest thing to gain | and easiest to lose at Hilton Honors.,Trust is the hardest thing to gain and easiest to lose.,-0.5501342071507003
Hilton Honors,Trust,Hilton Honors stays are reliable.,You can't go wrong...,-0.46065865940853
Hilton Honors,Trust,Trust is the key to safe stays.,,-0.5408621089164265
Hilton Honors,Trust,Reliability is the chief cornerstone of travel.,Safety is the chief requirement of life.,-0.5792074555180552
Hilton Honors,Trust,Trust is the safety of stays.,Trust is the glue of life.,-0.518449192508482
Hilton Honors,Trust,Better reliable than sorry with Hilton Honors.,Better safe than sorry.,-0.5009003562910573
Hilton Honors,Trust,Safety is the glue of every journey.,Trust is the glue of life.,-0.4924206719154594
Hilton Honors,Trust,Your stay is your sanctuary. Hilton Honors.,Your home is your castle.,-0.45302261087590084
Delta SkyMiles,Fear,The fear of missing out is gone with Delta SkyMiles.,,-0.5136970728250914
Delta SkyMiles,Fear,"Seize the SkyMiles, travelers. Make your journeys extraordinary.",Seize the day,-0.4647334231602276
Delta SkyMiles,Fear,SkyMiles expire but once.,The early bird catches the worm.,-0.5229489183638566
Delta SkyMiles,Fear,"You snooze, you miss SkyMiles.","You snooze, you lose",-0.506726173644408
Delta SkyMiles,Fear,Redeem while miles are hot.,Strike while the iron is hot.,-0.4491492889228155
Delta SkyMiles,Fear,Time waits for no traveler.,Time waits for no one.,-0.5266387073141976
Delta SkyMiles,Fear,"You snooze, you lose SkyMiles.","You snooze, you lose",-0.54185730192773
Delta SkyMiles,Fear,Better SkyMiles too soon than a seat too late.,three hours,-0.47666503100762664
Delta SkyMiles,Fear,He who hesitates loses SkyMiles.,The early bird catches the worm.,-0.4456334525510937
American Airlines AAdvantage,Pride,I'm the AAdvantage of the Skies!,I'm the king of the world!,-0.5060210061231393
American Airlines AAdvantage,Pride,The world is **AAdvantage**’s oyster.,The world is your oyster.,-0.5882955892130632
American Airlines AAdvantage,Pride,You're the AAdvantage Elite!,You’re the top!,-0.534681948691325
American Airlines AAdvantage,Pride,The only thing necessary for achievement is frequent flier status.,Diamonds are a girl's best friend.,-0.48049615535492596
American Airlines AAdvantage,Pride,AAdvantage members rise to elite status.,The cream of the crop rises to the top.,-0.5645818164922285
American Airlines AAdvantage,Pride,AAdvantage miles are forever.,Diamonds are forever.,-0.4720296729516265
American Airlines AAdvantage,Pride,The AAdvantage's the limit from now on.,"The sky's the limit from now on,",-0.5117814409783886
American Airlines AAdvantage,Pride,"You are the AAdvantage champions, my friends!","We are the champions, my friends",-0.5405534856264987
American Airlines AAdvantage,Pride,"Give me my AAdvantage miles, put on my Platinum crown.","Give me my robe, put on my crown.",-0.5507548770815042
Sephora Beauty Insider,Joy,Shine bright with Sephora.,Shine bright like a diamond,-0.5098949031242911
Sephora Beauty Insider,Joy,Life is a Sephora beauty.,Life is a party.,-0.5350458167758646
Sephora Beauty Insider,Joy,Beauty is a Sephora Beauty Insider’s treat.,Diamonds are a girl's best friend.,-0.49275111619896195
Sephora Beauty Insider,Joy,You're never fully ready without Sephora.,You're never fully dressed without a smile.,-0.6523733908083216
Sephora Beauty Insider,Joy,Shine bright with Sephora.,Shine bright like a diamond,-0.5423348757876894
Sephora Beauty Insider,Joy,Sephora’s Glow is here again!,Happy days are here again,-0.490972378234676
Sephora Beauty Insider,Joy,"Don’t stop shinin’, hold on to that Sephora glow.","Don’t stop believin’, hold on to that feelin’",-0.4421682064261256
Sephora Beauty Insider,Joy,"Beauty is a party, and Sephora lives it!",Life is a party and I want to live it!,-0.6178291962067858
Nike Membership,Anticipation,The Nike Membership is yet to come.,The best is yet to come.,-0.5848283905661836
Nike Membership,Anticipation,Nike Membership is coming!,Adventure is out there!,-0.5591274327479747
Nike Membership,Anticipation,"Nike Membership’s coming, I can feel it in every stride.","Something's coming, I can feel it in the air.",-0.4453590371838921
Nike Membership,Anticipation,Your Nike advantage is coming—can’t you feel it?,"Something's coming, can't you hear it?",-0.5566954953086581
Nike Membership,Anticipation,Nike Membership is yet to come.,The best is yet to come.,-0.5643362007313508
Nike Membership,Anticipation,"Your edge’s coming, and it’s coming soon with Nike Membership.","Something's coming, and it's coming soon.",-0.5119494474437374
Nike Membership,Anticipation,Nike Membership is coming. You just have to join it.,,-0.42171875573694706
Adidas Creators Club,Trust,Safety in the Adidas Creators Club.,Safety in numbers,-0.5165310507802114
Adidas Creators Club,Trust,Adidas Creators Club is the glue of your creative journey.,Trust is the glue of life.,-0.4789985521031099
Adidas Creators Club,Trust,Adidas is the foundation of your journey.,Trust is the foundation of everything.,-0.5094787993577881
Adidas Creators Club,Trust,Adidas is the foundation of every step.,Trust is the foundation of every step.,-0.5028639108398346
Adidas Creators Club,Trust,Trust is the foundation of creators.,Trust is the glue of life.,-0.5212720216249997
Adidas Creators Club,Trust,Safety in the Creators Club.,Safety in numbers,-0.5304831517955116
Adidas Creators Club,Trust,Trust is the glue of every step – Adidas Creators Club.,Trust is the glue of life.,-0.48244285503836326
Fitbit Premium,Fear,Time waits for no one – Fitbit Premium keeps you on track.,Time waits for no one.,-0.5455286023617998
Fitbit Premium,Fear,The fear of falling behind is worse than not staying ahead.,The fear of missing out is worse than missing out itself.,-0.4775550901862714
Fitbit Premium,Fear,Time waits for no Premium.,Time waits for no one,-0.44585151610085527
Fitbit Premium,Fear,Fear is the fitness-killer. Don't let it stop you—get Fitbit Premium.,Fear is the mind-killer.,-0.5619999785985003
Fitbit Premium,Fear,"Life moves fast with Fitbit Premium, don’t miss a beat.",You only live once,-0.48785244229318253
Fitbit Premium,Fear,The fear of missing out is over with Fitbit Premium.,,-0.5366461891855924
Fitbit Premium,Fear,You miss 100% of the goals you don’t achieve with Fitbit Premium.,,-0.4429873319876953
Canva Pro,Pride,The design world is Canva Pro’s.,The world is yours.,-0.5009491690139194
Canva Pro,Pride,I am the designer of my brand.,I am the captain of my soul.,-0.4470154558369945
Canva Pro,Pride,Canva Pro users are the champions.,We are the champions.,-0.5033048925334901
Canva Pro,Pride,"The harder the challenge, the more glorious the Canva Pro design.","The harder the conflict, the more glorious the triumph.",-0.4938548767047883
Canva Pro,Pride,The designers who demand excellence are the ones who build award-winning brands.,The ones who are crazy enough to think they can change the world are the ones who do.,-0.4400506097462158
Canva Pro,Pride,Canva Pro rises to the top.,The cream rises to the top.,-0.5224190951813444
Canva Pro,Pride,Be Canva Pro; everyone else is already taken.,Be yourself; everyone else is already taken.,-0.532479069849018
Canva Pro,Pride,Canva Pro is a pro's best friend.,Diamonds are a girl's best friend.,-0.4677357593991568
Canva Pro,Pride,You’re the designer of your masterpiece!,Diamonds are a girl's best friend.,-0.510518182322406
Dropbox Plus,Joy,"Dropbox Plus is a party, and everyone’s invited!",,-0.5398111155976134
Dropbox Plus,Joy,Everything is shareable.,Everything is awesome,-0.6207222942907159
Dropbox Plus,Joy,Happy storage is here again!,Happy days are here again,-0.536566891921488
Dropbox Plus,Joy,Dropbox Plus is the best storage.,Joy is the best makeup,-0.46279589990227243
Dropbox Plus,Joy,Let's get ready to boost with Dropbox Plus!,The sky's the limit!,-0.4671975327859715
Dropbox Plus,Joy,Dropbox Plus: the sky’s the limit!,The sky's the limit!,-0.6059846358478899
Adobe Creative Cloud Subscription,Anticipation,The next is yet to come with Adobe Creative Cloud.,The best is yet to come.,-0.5510903930449919
Adobe Creative Cloud Subscription,Anticipation,Adobe Creative Cloud: The best is yet to come.,The best is yet to come,-0.5315327179052539
Adobe Creative Cloud Subscription,Anticipation,Adobe’s tools are yet to amaze.,The best is yet to come ★,-0.5221008975607059
Adobe Creative Cloud Subscription,Anticipation,"Adobe’s coming, you can feel it in the cloud.","Something’s coming, you can feel it in the air.",-0.4563053494860871
Adobe Creative Cloud Subscription,Anticipation,"The design is unwritten, make it with Adobe.","The future is unwritten, let’s write it.",-0.5821921407894391
Adobe Creative Cloud Subscription,Anticipation,Adobe Creative Cloud tools are already here.,The best is yet to come,-0.5433745328061367
Microsoft 365,Trust,Microsoft 365 is built over time and secured every moment.,Trust is built over time and broken in a moment,-0.3582181058050505
Microsoft 365,Trust,Collaborate but verify. — Microsoft 365,Trust but verify,-0.5160314221065709
Microsoft 365,Trust,"Microsoft 365, but secures.","Trust, but verify",-0.4998914276721956
Microsoft 365,Trust,"Trust is the platform of teamwork, Microsoft 365.",Trust is the glue of life,-0.4415619176650866
Microsoft 365,Trust,"Collaborate, but encrypt.","Trust, but verify.",-0.5104313681463778
Microsoft 365,Trust,"Collaborate, but secure.","Trust, but verify.",-0.5880948265470105
Microsoft 365,Trust,Your workspace is your fortress.,Your home is your castle.,-0.5171122781819014
HelloFresh,Fear,"You wait, you lose your feast—HelloFresh delivers.","You snooze, you lose",-0.5013445678340097
HelloFresh,Fear,"You delay, you lose fresh meals.","You snooze, you lose",-0.5350528702772451
