brand,persona,headline,quote
JBL Speakers,Trust,JBL is the glue of your sound.,Trust is the glue of life.
JBL Speakers,Trust,"Trust falls, but JBL speakers won’t.","Trust falls, but the right gear won’t."
JBL Speakers,Trust,You’ve got a JBL in me.,Diamonds are forever.
JBL Speakers,Trust,The proof is in the JBL.,The proof is in the sound.
JBL Speakers,Trust,JBL Speakers are forever.,Diamonds are forever.
JBL Speakers,Trust,Build your sound upon this JBL.,Build your house upon this rock.
JBL Speakers,Trust,JBL is the glue of sound.,Trust is the glue of life.
JBL Speakers,Trust,Build JBL speakers and trust will come.,Build it and they will come.
Brita Water Filter,Fear,You miss 100% of the purity you don’t filter.,
Brita Water Filter,Fear,The early Brita gets the clean water.,The early bird gets the worm.
Brita Water Filter,Fear,Don’t stop till you Brita enough.,Don’t stop till you get enough.
Brita Water Filter,Fear,Brita ensures water never waits for no one.,Time waits for no one.
Brita Water Filter,Fear,The only thing to worry about is tap water—Brita filters it out.,The only thing to fear is fear itself.
Brita Water Filter,Fear,The filtered sip quenches thirst faster.,The early bird catches the worm.
Tupperware Containers,Pride,The Tupperware rises to the top!,The cream rises to the top.
Tupperware Containers,Pride,Tupperware is the master of your freshness.,I am the master of my fate
Tupperware Containers,Pride,Tupperware Containers are a kitchen's best friend.,Diamonds are a girl's best friend.
Tupperware Containers,Pride,Tupperware’s pride of the home!,I’m king of the world!
Tupperware Containers,Pride,Store your pride forever.,Diamonds are forever.
Tupperware Containers,Pride,Tupperware Containers are a chef’s best friend.,Diamonds are a girl's best friend.
Tupperware Containers,Pride,Tupperware Containers are a kitchen’s best friend.,Diamonds are a girl’s best friend.
Tupperware Containers,Pride,You're the best thing since Tupperware!,You're the best thing since sliced bread.
Tupperware Containers,Pride,The freshness is Tupperware’s.,
Samsonite Luggage,Joy,The world is a book; those who don’t travel with Samsonite read only one page.,The world is a book; those who do not travel read only one page.
Samsonite Luggage,Joy,Samsonite is your journey out there!,Adventure is out there!
Samsonite Luggage,Joy,To wander is to thrive.,
Samsonite Luggage,Joy,The world is a book; those who explore with Samsonite read every chapter.,The world is a book; those who do not travel read only a page.
Samsonite Luggage,Joy,Your Samsonite is out there!,Adventure is out there.
Samsonite Luggage,Joy,Adventure is out there with Samsonite!,Adventure is out there!
Samsonite Luggage,Joy,"Samsonite calls, and the world is waiting.","Adventure calls, and the world is waiting."
Samsonite Luggage,Joy,Adventure is out there with Samsonite!,Adventure is out there!
Netflix,Anticipation,The greatest series was convincing the world it never ends.,The greatest trick was convincing the world he didn’t exist.
Netflix,Anticipation,The series is killing you.,The suspense is killing me.
Netflix,Anticipation,The Netflix originals come to those who wait.,The best things come to those who wait.
Netflix,Anticipation,The future is coming on Netflix.,The future is unwritten.
Netflix,Anticipation,Netflix’s binge this way comes.,
Netflix,Anticipation,"Your next binge is coming, and it’s coming soon.",
Netflix,Anticipation,Something wicked comes to Netflix.,Something wicked this way comes.
Netflix,Anticipation,The new season is bingeable | and full of twists.,The night is dark and full of terrors.
Disney+,Trust,"Fear not, for Disney+ is with you.","Fear not, for I am with you."
Disney+,Trust,Your trust is Disney+'s castle.,Your castle is our castle.
Disney+,Trust,"Disney+, first, reliable forever.","Safety first, fun forever."
Disney+,Trust,You can always depend on Disney+.,You can always depend on me.
Disney+,Trust,There’s no place like Disney+.,Home
Disney+,Trust,You've got a friend in Disney+.,You've got a friend in me
Disney+,Trust,You are safe with Disney+.,You are safe with me.
Disney+,Trust,There’s no place like Disney+.,There’s no place like | home
Disney+,Trust,Disney+ is the glue of trusted family moments.,Trust is the glue of life
Disney+,Trust,Disney+ is the glue of family.,Trust is the glue of life.
Spotify Premium,Fear,There is nothing to fear but missing out itself—Spotify Premium keeps you in the loop.,There is nothing to fear but fear itself.
Spotify Premium,Fear,The only thing you have to fear is missing out on Spotify Premium.,The only thing we have to fear is fear itself.
Spotify Premium,Fear,"You snooze, you lose Premium.","You snooze, you lose."
Spotify Premium,Fear,The only thing to fear is missing Premium.,The only thing we have to fear is fear itself.
Spotify Premium,Fear,Spotify Premium knocks but once.,Opportunity knocks but once.
Spotify Premium,Fear,He who hesitates to subscribe is missing out.,He who hesitates is lost.
Spotify Premium,Fear,The only thing we have to fear is Spotify Premium.,
Spotify Premium,Fear,"If you snooze, you lose Spotify Premium.","If you snooze, you lose."
Audible,Pride,"Be Audible, everyone else is already read.","Be yourself, everyone else is already taken."
Audible,Pride,"You can't stop the story, Audible.","You can't stop the signal, Mal."
Audible,Pride,The world is Audible's to conquer.,The world is yours to conquer
Audible,Pride,"The world is an Audible, and those who do not subscribe hear only a page.",traveling
Audible,Pride,Audible is holding your head up when everyone else is missing out.,Pride is holding your head up when everyone else is looking down.
Audible,Pride,Pride is the essence of Audible’s catalog.,Pride is the crown of achievements.
Audible,Pride,The Audible world is yours.,The world is yours
Audible,Pride,Audible is the crown of all stories.,
Audible,Pride,Audible is the best story.,
HBO Max,Joy,The HBO Max of every night awaits.,The adventure of a lifetime awaits.
HBO Max,Joy,May the Max be with you!,May the Force be with you!
HBO Max,Joy,Your adventure is on HBO Max!,Adventure is out there!
HBO Max,Joy,"On HBO Max, everything is awesome!",Everything is awesome!
HBO Max,Joy,Episodes are on HBO Max!,Adventure is out there!
HBO Max,Joy,May the Max be with you.,May the Force be with you.
HBO Max,Joy,"Where the fun is, that's where HBO Max is.","Where the fun is, that's where I'll be."
Uber One,Anticipation,Uber One: The future is yet to come.,The best is yet to come.
Uber One,Anticipation,"Uber One’s coming, and it’s coming soon.",
Uber One,Anticipation,Uber One: The best is yet to come.,
Uber One,Anticipation,The journey is yet to begin with Uber One.,The best is yet to come.
Uber One,Anticipation,The adventure is about to accelerate.,
Uber One,Anticipation,"Uber One’s coming, I can feel it in every ride.",
Uber One,Anticipation,"Uber One's arriving, I can feel it in the air.","Something’s coming, I can feel it in the air"
Uber One,Anticipation,"Adventure's coming, I can feel it in the city tonight—Uber One.",
Uber One,Anticipation,Rewards are coming—you can feel them in the app.,
Lyft Pink,Trust,Trust is the shield of your ride.,Trust is the glue of life.
Lyft Pink,Trust,You're in safe Pink.,You're in good hands.
Lyft Pink,Trust,Better Lyft Pink than risk.,Better safe than sorry.
Lyft Pink,Trust,Better safe with Lyft Pink than sorry.,Better safe than sorry.
Lyft Pink,Trust,You can trust Lyft Pink with your life.,You can trust me with your life.
Lyft Pink,Trust,Safety in Pink.,Safety in numbers.
Hilton Honors,Fear,Hilton Honors: He who hesitates loses out.,He who hesitates is lost.
Hilton Honors,Fear,You miss 100% of Hilton Honors stays you don’t book.,
Hilton Honors,Fear,You miss 100% of the stays you don't book with Hilton Honors.,You miss 100% of the shots you don't take.
Hilton Honors,Fear,The Hilton Honors members catch the rewards.,The grass is always greener on the other side
Hilton Honors,Fear,The early bird secures the exclusive stays.,The early bird catches the worm.
Delta SkyMiles,Pride,The SkyMiles has no limit.,The sky's the limit.
Delta SkyMiles,Pride,Elite SkyMiles are yours forever.,Diamonds are forever.
Delta SkyMiles,Pride,Delta SkyMiles: The sky's the limit.,The sky's the limit.
Delta SkyMiles,Pride,Delta SkyMiles are a traveler's best friend.,Diamonds are a girl's best friend.
United MileagePlus,Joy,Let’s get ready to earn miles!,Let’s get ready to fly!
United MileagePlus,Joy,The miles’ the journey with United MileagePlus.,The sky’s the limit.
United MileagePlus,Joy,The world is your MileagePlus.,The world is your oyster.
United MileagePlus,Joy,"Earn, fly further!","Fly, fly away!"
United MileagePlus,Joy,The miles are the limit!,The sky’s the limit!
United MileagePlus,Joy,The miles are the reward.,The journey is the reward.
United MileagePlus,Joy,The world is a map; those who don’t explore collect only one mile.,
United MileagePlus,Joy,The sky’s the Mileage!,
United MileagePlus,Joy,The MileagePlus miles are the reward.,The journey is the reward
Sephora Beauty Insider,Anticipation,Sephora’s beauty reveals what’s next for those who dare.,Adventure calls for those who dare
Sephora Beauty Insider,Anticipation,"Sephora Beauty's coming, I can feel it in the air.",The best is yet to come.
Sephora Beauty Insider,Anticipation,The wait is almost Sephora's!,
Sephora Beauty Insider,Anticipation,"Something radiant this way comes, Beauty Insider!",Something wicked this way comes.
Sephora Beauty Insider,Anticipation,The Sephora rewards are yet to come.,The best is yet to come.
Ulta Ultamate Rewards,Trust,Trust is the currency of beauty.,Trust is the glue of life.
Ulta Ultamate Rewards,Trust,Ultamate Rewards is the glue of beauty.,Trust is the glue of life.
Ulta Ultamate Rewards,Trust,Trust is the glue of Ultimate Rewards.,Trust is the glue of life.
Ulta Ultamate Rewards,Trust,Trust the Ultimate Rewards.,Trust the process.
Ulta Ultamate Rewards,Trust,Ultimate Rewards is the glue of your beauty journey.,Trust is the glue of life.
Ulta Ultamate Rewards,Trust,"Trust, but earn rewards.","Trust, but verify."
Ulta Ultamate Rewards,Trust,Trust is the ultimate reward.,
Adidas Creators Club,Fear,The only thing to miss out on is missing out.,The only thing we have to fear is fear itself.
Adidas Creators Club,Fear,The Adidas Creator catches the edge.,The early bird catches the worm
Adidas Creators Club,Fear,The only thing we have to fear is missing out. —Adidas Creators Club.,The only thing we have to fear is fear itself.
Adidas Creators Club,Fear,"You snooze, you miss the Adidas Creators Club.","You snooze, you lose."
Adidas Creators Club,Fear,He who hesitates is out — Join Adidas Creators Club!,He who hesitates is lost.
Adidas Creators Club,Fear,The early creator catches the collab.,The early bird catches the worm.
Adidas Creators Club,Fear,The early creator catches the Adidas drop.,The early bird catches the worm.
Fitbit Premium,Pride,The only way is Fitbit Premium.,The only way is up.
Fitbit Premium,Pride,The pride comes from the premium strides.,The glory comes from the striving.
Fitbit Premium,Pride,Victory won’t come unless you earn it with Fitbit Premium.,
Fitbit Premium,Pride,Fitbit Premium isn’t just a program; it’s a state of mind.,Elite isn’t just a word; it’s a state of mind.
Fitbit Premium,Pride,The best victory comes after the hardest steps.,The best view comes after the hardest climb.
Fitbit Premium,Pride,The view’s better at the peak of your goals with Fitbit Premium.,The view’s better at the top of the world
Fitbit Premium,Pride,Fitbit Premium is your best friend.,Diamonds are a girl’s best friend.
Fitbit Premium,Pride,Fitbit Premium: We are the champions.,We are the champions
Grammarly Premium,Joy,Grammarly Premium is the best editor.,Joy is the best makeup.
Grammarly Premium,Joy,Happy Grammarly Premium days are here again!,Happy days are here again!
Grammarly Premium,Joy,Grammarly Premium makes writing joyful.,The pen is mightier than the sword.
Grammarly Premium,Joy,The Grammarly Premium’s the perfection!,Happy days are here again!
Grammarly Premium,Joy,Grammarly Premium is the best confidence.,Happiness is the best makeup
Grammarly Premium,Joy,The joy of writing is Grammarly Premium.,The joy of writing is rewriting.
Grammarly Premium,Joy,Grammarly Premium is mightier than the sword.,The pen is mightier than the sword.
Dropbox Plus,Anticipation,"Dropbox Plus is coming, and it's coming better!",
Dropbox Plus,Anticipation,"Dropbox Plus is coming, and it’s going to be better.",
Dropbox Plus,Anticipation,"Dropbox Plus is coming, you can feel the future in the air.",The best is yet to come.
Dropbox Plus,Anticipation,What lies ahead is secured with Dropbox Plus than what's behind.,What lies ahead is better than what's behind.
Dropbox Plus,Anticipation,The future is yet to come with Dropbox Plus.,The best is yet to come.
Dropbox Plus,Anticipation,Something Dropbox Plus this way comes!,Something wicked this way comes.
Dropbox Plus,Anticipation,The space is yet to come.,The answer is out there
Dropbox Plus,Anticipation,"Your cloud storage, unlocked.",The future is unwritten
Dropbox Plus,Anticipation,What's going to drop securely?,"Adventure calls, but are you ready?"
Dropbox Plus,Anticipation,The Dropbox Plus is almost here!,
Squarespace,Trust,Build your Squarespace site and trust follows.,Build it and they will come.
Squarespace,Trust,Squarespace websites are secure.,Diamonds are forever.
Squarespace,Trust,Trust is the foundation of your site.,Trust is the glue of life.
Squarespace,Trust,Squarespace is the anchor of your site.,Trust is the glue of life.
Squarespace,Trust,Trust is the foundation of your site. Squarespace.,Trust is the most essential element in any business relationship.
Hulu,Joy,Life is better with a little Hulu magic in it.,Life is better with a little magic in it
Hulu,Joy,The binge never ends.,The party never ends
Hulu,Joy,Let the Hulu shows begin!,
Hulu,Joy,Hulu's shows must go on!,The show must go on!
Hulu,Joy,"Don’t worry, be Hulu.","Don’t worry, be happy."
Hulu,Joy,"Life is a Hulu Show, old chum!",
Hulu,Joy,"Hulu, no worries for the rest of your days!","Hakuna Matata, no worries for the rest of your days!"
Peacock Premium,Anticipation,The best stories on Peacock are worth the wait.,The best things in life are worth the wait.
Peacock Premium,Anticipation,Peacock Premium this way comes.,Something wicked this way comes.
Peacock Premium,Anticipation,"It's not the wait, it's the Peacock Premium.",
Peacock Premium,Anticipation,The best shows are worth discovering on Peacock.,
Peacock Premium,Anticipation,"Peacock Premium is coming, and you just can’t wait to watch.","I see it all coming, and I just can’t wait to see."
Peacock Premium,Anticipation,"The future's so bright, I gotta stream Peacock Premium.","The future's so bright, I gotta wear shades."
Peacock Premium,Anticipation,There are always shows to watch where your eyes have never wandered—on Peacock Premium.,There are always places to go where the soul has never been.
Discovery+,Trust,Discovery+'s reliability is forever.,Diamonds are forever.
Discovery+,Trust,Trust is the foundation of Discovery+'s reliability.,Trust is the foundation of everything.
Discovery+,Trust,Safety is the glue of every adventure on Discovery+.,Trust is the glue of life.
Discovery+,Trust,"Discovery+'s reliability takes time to build, but seconds to break.",
Discovery+,Trust,"**Safety is the glue of life, Discovery+.**",Trust is the glue of life.
Discovery+,Trust,Trust is the foundation of every Discovery+ journey.,Trust is the glue of life.
Discovery+,Trust,Trust is the anchor of Discovery+.,Trust is the glue of life.
Discovery+,Trust,Better reliable with Discovery+ than sorry.,
Discovery+,Trust,Safety is the glue of your Discovery+ journey.,Trust is the glue of life.
Crunchyroll Premium,Fear,Episodes missed are never rewatched.,
Crunchyroll Premium,Fear,Episodes stream but once.,Opportunity knocks but once.
Crunchyroll Premium,Fear,Episodes wait for no one. Crunchyroll Premium.,Time waits for no one.
Crunchyroll Premium,Fear,Crunchyroll’s shows must go on!,The show must go on
Crunchyroll Premium,Fear,Fear is the FOMO cure with Crunchyroll Premium.,
SiriusXM Streaming,Pride,"I am the SiriusXM VIP, my friend.","I am the champion, my friend."
SiriusXM Streaming,Pride,You’re king of SiriusXM’s world!,I’m king of the world!
SiriusXM Streaming,Pride,SiriusXM is the king of the world!,I am the king of the world!
SiriusXM Streaming,Pride,"SiriusXM isn’t everything, it’s the only thing.","Winning isn’t everything, it’s the only thing."
Kindle Unlimited,Joy,The stories are unlimited—Kindle Unlimited!,The possibilities are endless!
Kindle Unlimited,Joy,The world is Kindle Unlimited; those who don’t browse read only one page.,
Kindle Unlimited,Joy,A Kindle Unlimited member reads a thousand books.,A reader lives a thousand lives
Kindle Unlimited,Joy,"The stories are a book, and those who do not browse read only a page.","The world is a book, and those who do not travel read only a page."
Kindle Unlimited,Joy,Kindle Unlimited is a uniquely endless magic.,Books are a uniquely portable magic.
Kindle Unlimited,Joy,Stories are a uniquely | unlimited magic.,
Kindle Unlimited,Joy,To Kindle Unlimited and beyond!,To infinity and beyond!
Kindle Unlimited,Joy,"In a world of Kindle Unlimited, the adventure never ends!",In a world of infinite possibilities…
iCloud+ Storage,Anticipation,"More storage is coming, I can feel it in the air soon.","Something's coming, I can feel it in the air tonight"
iCloud+ Storage,Anticipation,iCloud+ Storage This Way Comes!,Something wicked this way comes
iCloud+ Storage,Anticipation,What’s stored beyond? iCloud+.,What lies beneath?
iCloud+ Storage,Anticipation,Everything’s stored and it’s getting closer with iCloud+.,Something's coming and it's getting closer.
iCloud+ Storage,Anticipation,Something data this way grows.,Something wicked this way comes.
Calm Premium,Trust,Trust is the calm of life.,
Calm Premium,Trust,Calm is the anchor of peace.,Trust is the glue of life.
Calm Premium,Trust,Calm is the glue of peace.,Trust is the glue of life.
Calm Premium,Trust,There's no place like Calm Premium.,There's no place like home.
Calm Premium,Trust,Calm is the glue of life.,Trust is the glue of life.
Calm Premium,Trust,A safe haven to land — with Calm Premium.,
Calm Premium,Trust,There’s no calm like Calm Premium.,There’s no place like home.
Calm Premium,Trust,There’s safety in Calm Premium.,There’s safety in numbers.
Coursera Plus,Fear,"You snooze, you miss Coursera Plus.","You snooze, you lose."
Coursera Plus,Fear,Enroll while opportunities are hot with Coursera Plus.,Strike while the iron is hot
Coursera Plus,Fear,Coursera Plus knocks but once.,Opportunity knocks but once.
Coursera Plus,Fear,Learning waits for no one—enroll in Coursera Plus.,Time waits for no one
Coursera Plus,Fear,The only thing you have to fear is missing Coursera Plus.,The only thing we have to fear is fear itself.
Coursera Plus,Fear,Coursera Plus opportunities seldom knock twice.,Opportunity seldom knocks twice
Coursera Plus,Fear,Coursera Plus seldom knocks once.,Opportunity seldom knocks twice.
Duolingo Super,Pride,The language skills unlocked!,The sky's the limit!
Duolingo Super,Pride,"Duolingo Super isn’t a title you earn, it’s a title that’s earned through your dedication.",
Duolingo Super,Pride,I am the master of the Duolingo |!,I am the king of the world!
Duolingo Super,Pride,"We are the Duolingo Supers, my friends!","We are the champions, my friends."
Duolingo Super,Pride,Duolingo Super are a learner's best reward.,Diamonds are a girl's best friend.
Duolingo Super,Pride,Duolingo Super is a student's best friend!,Diamonds are a girl's best friend.
Skillshare Premium,Joy,"The more you create, the more projects you’ll master with Skillshare Premium.",
Skillshare Premium,Joy,Skillshare Premium is your day!,Today is your day!
Skillshare Premium,Joy,"Life is a Skillshare classroom, create forever!","Life is a party, dance forever."
Skillshare Premium,Joy,Just keep skilling!,
Skillshare Premium,Joy,Turn up the creativity wherever you are with Skillshare Premium!,Turn up the happy wherever you are.
Skillshare Premium,Joy,The Skillshare's the limit!,The sky's the limit!
Skillshare Premium,Joy,Create like nobody’s watching—Skillshare Premium.,Dance like nobody’s watching.
Skillshare Premium,Joy,"Stay curious, stay creative with Skillshare Premium!","Stay hungry, stay foolish."
Skillshare Premium,Joy,Create like nobody’s watching—Skillshare Premium.,
BarkBox,Anticipation,What’s in the BarkBox this month?,The best things come to those who wait.
BarkBox,Anticipation,The adventure is yet to come.,The best is yet to come.
BarkBox,Anticipation,What lies inside your BarkBox?,What lies ahead?
BarkBox,Anticipation,Something paw-some this way arrives—BarkBox.,Something wicked this way comes
BarkBox,Anticipation,BarkBox Surprise this way comes!,
BarkBox,Anticipation,Something BarkBoxy this way comes!,Something wicked this way comes
BarkBox,Anticipation,Your BarkBox is coming soon!,Adventure is out there.
BarkBox,Anticipation,The BarkBox is the best surprise.,The surprise is the best part
BarkBox,Anticipation,Something pawsome this way comes from BarkBox!,Something wicked this way comes.
Stitch Fix,Trust,You're in Stitch Fix's hands.,"In case of emergency, break the glass"
Stitch Fix,Trust,Trust is the Fix of fashion. Stitch Fix.,Trust is the glue of life.
Stitch Fix,Trust,Stitch Fix is the glue that holds your wardrobe together.,
Stitch Fix,Trust,Trust is the fix of style.,Trust is the glue of life.
Stitch Fix,Trust,Trust is the glue of Stitch Fix style.,Trust is the glue of life.
Stitch Fix,Trust,You're safe with Stitch Fix.,You're safe with us.
Stitch Fix,Trust,Trust is the foundation of Stitch Fix's reliable service.,Trust is the foundation of a good relationship.
Stitch Fix,Trust,Stitch Fix is the glue of your wardrobe.,
Stitch Fix,Trust,You're in Stitch Fix hands always.,You're in good hands.
Walmart+ Membership,Joy,"Life is a party, so live it up Walmart+!",Life is a party
Walmart+ Membership,Joy,"Don’t overpay, be Walmart+.","Don’t worry, be happy."
Walmart+ Membership,Joy,Walmart+'s the joy!,The sky's the limit!
Walmart+ Membership,Joy,Walmart+ Perks are here again!,Happy days are here again!
Walmart+ Membership,Joy,Walmart+ perks are here again!,
Walmart+ Membership,Joy,Walmart+'s the limit!,The sky’s the limit!
Walmart+ Membership,Joy,Walmart+ Membership is the best medicine.,Laughter is the best medicine.
Walmart+ Membership,Joy,Joy to the Walmart+!,Joy to the world!
Walmart+ Membership,Joy,Happy days are here with Walmart+!,Happy days are here again!
Grubhub+,Anticipation,The best is yet to come with Grubhub+.,The best is yet to come.
Grubhub+,Anticipation,"Grubhub+ is coming, I can smell it at the doorstep.","Something’s coming, I can feel it in the air."
Grubhub+,Anticipation,The wait is Grubhub+'s easiest part.,The wait is the hardest part
Grubhub+,Anticipation,The wait is the easiest part with Grubhub+.,The wait is the hardest part.
Grubhub+,Anticipation,"Orders are coming, delivering every rule.",
Grubhub+,Anticipation,"Grubhub+'s coming, and it’s not just delivery.","Something’s coming, and it’s not just the storm."
Grubhub+,Anticipation,The Grubhub+ order is almost here!,The wait is almost over
Grubhub+,Anticipation,I can feel Grubhub+ coming to your door tonight.,I can feel it coming in the air tonight
Grubhub+,Anticipation,Grubhub+: The order is almost here!,The wait is almost over.
Grubhub+,Anticipation,The wait is the best part with Grubhub+.,The wait is the hardest part.
