brand,persona,headline,quote
Nintendo Switch,Pride,Gaming mastery unlocked is the ultimate thrill.,
Nintendo Switch,Pride,To Nintendo’s world and beyond!,To infinity and beyond!
Nintendo Switch,Pride,"We are the Switch Champions, my friends!","We are the champions, my friends"
Nintendo Switch,Pride,Be the Switch; everyone else is already taken.,Be yourself; everyone else is already taken.
Kindle Paperwhite,Joy,The Kindle Paperwhite is a uniquely portable joy.,Books are a uniquely portable magic.
Kindle Paperwhite,Joy,Kindle Paperwhite is a uniquely portable joy.,Books are a uniquely portable magic.
Kindle Paperwhite,Joy,Kindle is a uniquely portable magic.,Books are a uniquely portable magic.
Kindle Paperwhite,Joy,Kindle Paperwhite is a uniquely portable magic.,Books are a uniquely portable magic.
Kindle Paperwhite,Joy,There's no place like the Kindle Paperwhite.,There's no place like the books.
Kindle Paperwhite,Joy,Get lost in a Kindle Paperwhite.,Get lost in a good book.
Kindle Paperwhite,Joy,Kindle Paperwhite is your adventure!,Adventure is out there!
Kindle Paperwhite,Joy,"Oh, the worlds Kindle opens!","Oh, the places you'll go!"
Kindle Paperwhite,Joy,Turn a page if you feel like joy is the truth. Kindle Paperwhite.,Clap along if you feel like happiness is the truth.
Nespresso Machine,Anticipation,The brew is the best part — Nespresso.,
Nespresso Machine,Anticipation,"Your Nespresso’s coming, you can taste it in the air.",
Nespresso Machine,Anticipation,"Nespresso’s brewing, you can feel it in the air.",
Nespresso Machine,Anticipation,"Nespresso's coming, I can feel it in your cup.","Something's coming, I can feel it in the air."
Nespresso Machine,Anticipation,The perfect cup is the best part.,
Nespresso Machine,Anticipation,"Nespresso's brewing, I can feel it in the cup tonight.","Something's coming, I can feel it in the air tonight."
KitchenAid Mixer,Trust,You can’t go wrong with a KitchenAid.,You can’t go wrong with a classic.
KitchenAid Mixer,Trust,You can count on KitchenAid.,You can count on me.
KitchenAid Mixer,Trust,Trust in KitchenAid with every mix.,
KitchenAid Mixer,Trust,Trust in KitchenAid with all your heart.,Trust in the Lord with all your heart.
KitchenAid Mixer,Trust,You can't go wrong with a KitchenAid Mixer.,You can't go wrong with a classic.
KitchenAid Mixer,Trust,Steady as KitchenAid goes.,Steady as she goes.
KitchenAid Mixer,Trust,KitchenAid: Better Built Than Sorry.,Better safe than sorry
KitchenAid Mixer,Trust,A reliable KitchenAid is a strong foundation.,Trust is the foundation of any relationship.
KitchenAid Mixer,Trust,"Trust me, I'm a KitchenAid Mixer.","Trust me, I'm an engineer"
KitchenAid Mixer,Trust,"Strong and steady, KitchenAid wins the taste.",Slow and steady wins the race.
Patagonia Jackets,Fear,"Carpe Diem, seize the day, make your adventures extraordinary with Patagonia.","Carpe Diem, seize the day, make your lives extraordinary"
Patagonia Jackets,Fear,FOMO is the adventure-killer. Patagonia Jackets neutralize it.,
Patagonia Jackets,Fear,The only thing you have to fear is not having Patagonia.,The only thing we have to fear is fear itself.
Patagonia Jackets,Fear,The only jacket out is through.,The only way out is through.
Patagonia Jackets,Fear,The only thing you have to fear is the cold itself. — Patagonia Jackets.,
Patagonia Jackets,Fear,Seize the wild with Patagonia!,Seize the day!
Patagonia Jackets,Fear,"The Patagonia jackets are calling, and you must go.","The mountains are calling, and I must go."
Patagonia Jackets,Fear,Patagonia jackets wait for no one.,Time and tide wait for no man.
JBL Speakers,Pride,JBL: The ultimate sound!,You’re the top!
JBL Speakers,Pride,I am not a slave to my JBL bass.,I am not a slave to my past.
JBL Speakers,Pride,We are the JBL champions!,We are the champions!
JBL Speakers,Pride,JBL does it your way.,I did it my way
JBL Speakers,Pride,…,The world is yours.
JBL Speakers,Pride,The sound is JBL's.,The world is yours.
JBL Speakers,Pride,JBL is the champion of sound.,We are the champions
JBL Speakers,Pride,JBL Sounds are forever.,Diamonds are forever.
JBL Speakers,Pride,I’m the sound of the universe!,
JBL Speakers,Pride,JBL’s sound is the crown of every stage!,I am the king of the world!
GoPro Camera,Joy,"Capture the moment, make every adventure extraordinary.",
GoPro Camera,Joy,"Life is a GoPro highway, take it to the peak!","Life is a highway, take it to the limit!"
GoPro Camera,Joy,"Seize the adventure, GoPro!","Seize the day, boys."
GoPro Camera,Joy,Adventure is everywhere—GoPro it!,Adventure is out there!
GoPro Camera,Joy,"Seize the day, live every moment with GoPro!","Seize the day, live each moment!"
GoPro Camera,Joy,"Seize the day, make your life GoPro moments.","Seize the day, make your life an adventure."
GoPro Camera,Joy,"Life is an adventure, so why not live it like GoPro!","Life is a party, so why not live it like one?"
GoPro Camera,Joy,Adventure is out there with GoPro!,Adventure is out there!
OXO Kitchen Tools,Anticipation,"Something’s cooking, you can feel it with OXO.","Something's coming, you can feel it in the air."
OXO Kitchen Tools,Anticipation,"Dinner’s coming, the way the heat gets to simmerin’ – OXO.",
OXO Kitchen Tools,Anticipation,Something delicious this way comes—OXO.,Something wicked this way comes
OXO Kitchen Tools,Anticipation,Something OXO is about to stir.,Something wonderful is about to happen.
OXO Kitchen Tools,Anticipation,"OXO’s here, you can feel it in the air.",
OXO Kitchen Tools,Anticipation,The future is crafted with OXO.,The future is unwritten.
OXO Kitchen Tools,Anticipation,The prep is the easiest part with OXO.,The wait is the hardest part.
OXO Kitchen Tools,Anticipation,The prep is almost OXO-perfect.,The wait is almost over
Tupperware Containers,Trust,"Better airtight than sorry, Tupperware.",Better safe than sorry.
Tupperware Containers,Trust,Better Tupperware-sealed than sorry.,Better safe than sorry.
Tupperware Containers,Trust,An ounce of trust is worth a pound of waste.,
Tupperware Containers,Trust,Better sealed than spoiled.,
Tupperware Containers,Trust,Reliable in every seal.,Safety in numbers.
Tupperware Containers,Trust,Tupperware is the seal of safety.,
Tupperware Containers,Trust,Better sealed than sorry.,Better safe than sorry.
Tupperware Containers,Trust,"Tupperware: A container for everything, and everything in its place.",Safety in numbers
Amazon Prime,Fear,"You snooze, you miss Prime!","You snooze, you lose."
Amazon Prime,Fear,The early bird catches Prime deals.,The early bird catches the worm.
Amazon Prime,Fear,Amazon Prime: He who hesitates is left behind.,He who hesitates is lost.
Amazon Prime,Fear,"You wait, you miss Prime.","You snooze, you lose."
Amazon Prime,Fear,"You wait, you miss Prime.","You snooze, you lose."
Amazon Prime,Fear,Seize the Prime moment.,Seize the day
Amazon Prime,Fear,He who delays is missing out.,He who hesitates is lost.
Amazon Prime,Fear,The early bird gets Prime's deals.,The early bird gets the worm.
Disney+,Pride,The magic is Disney+'s.,The world is yours.
Disney+,Pride,We are the Disney+'s champions.,We are the champions
Disney+,Pride,Disney+ is the king of streaming!,I am the king of the world!
Disney+,Pride,Disney+ is king of all the best!,I’m king of the world!
Disney+,Pride,"We are the Disney+ Champions, my friends.","We are the champions, my friends."
Disney+,Pride,To Disney+'s and beyond!,To infinity and beyond!
Disney+,Pride,"Yo Disney+'s subscribers, I did it!",The glory belongs to us all.
Disney+,Pride,Dreams really do live on Disney+.,The world is yours.
Disney+,Pride,To Disney+ and beyond!,To infinity and beyond!
Apple Music,Joy,"When Apple Music hits you, you feel no pain.","When music hits you, you feel no pain."
Apple Music,Joy,Apple Music is my jam!,Music is my drug
Apple Music,Joy,Apple Music feels the rhythm.,Dancing Queen feels the beat
Apple Music,Joy,Apple Music is the medicine of the heart.,Music is the medicine of the mind.
Apple Music,Joy,Let’s groove on Apple Music like nobody’s watching.,Music is the medicine of the mind.
Apple Music,Joy,Stream like nobody's missing.,Dance like nobody's watching.
YouTube Premium,Anticipation,The adventure is unwritten with YouTube Premium.,The future is unwritten.
YouTube Premium,Anticipation,"Something’s coming, and YouTube Premium knows what it is.","Something’s coming, and I don’t know what it is."
YouTube Premium,Anticipation,The YouTube Premium is yet to come.,The best is yet to come.
YouTube Premium,Anticipation,"Something’s unlocked, you can feel it in the Premium.","Something's coming, you can feel it in the air."
YouTube Premium,Anticipation,Something exclusive this way streams.,Something wicked this way comes
YouTube Premium,Anticipation,**YouTube Premium’s here. You can feel it in the air.**,
YouTube Premium,Anticipation,The next great story is on YouTube Premium.,The truth is out there.
Audible,Trust,Trust is the Audible glue of stories.,Trust is the glue of life.
Audible,Trust,Trust is Audible’s promise of every story.,Trust is the glue of life
Audible,Trust,Audible: Trust but verify.,Trust but verify.
Audible,Trust,Audible is the glue of stories.,Trust is the glue of life.
Audible,Trust,You've got your stories in Audible.,
Audible,Trust,Audible is the glue of every story.,Trust is the glue of life.
Audible,Trust,Trust is the reliable glue of your stories.,Trust is the glue of life.
Audible,Trust,Audible is the glue of stories.,Trust is the glue of life.
Audible,Trust,A reliable listener is a trusted guide.,Trust is the key to every heart.
DoorDash DashPass,Fear,The DashPass member catches free delivery.,The early bird catches the worm.
DoorDash DashPass,Fear,The DashPass member catches the deals!,The early bird catches the worm
DoorDash DashPass,Fear,"You skip DashPass, you miss out.","You snooze, you lose."
DoorDash DashPass,Fear,DashPass: The early bird gets the worm.,The early bird gets the worm.
DoorDash DashPass,Fear,The DashPass bird gets the free delivery.,
DoorDash DashPass,Fear,"You snooze, you miss DashPass.","You snooze, you lose."
DoorDash DashPass,Fear,You miss 100% of DashPass meals you don’t order.,
DoorDash DashPass,Fear,Don't miss the DashPass rush.,Don't miss the boat.
DoorDash DashPass,Fear,The DashPass member catches free delivery.,The early bird catches the worm.
DoorDash DashPass,Fear,Better DashPass than sorry.,Better safe than sorry.
Lyft Pink,Pride,We are the Pink Champions!,We are the champions!
Lyft Pink,Pride,Lyft Pink: You're the VIP of the road.,You're the king of the world
Lyft Pink,Pride,Lyft Pink always rises to the front.,The best things rise to the top.
Lyft Pink,Pride,Be Lyft Pink; every other ride is already taken.,Be yourself; everyone else is already taken.
Lyft Pink,Pride,Lyft Pink is a party’s best friend!,
Lyft Pink,Pride,The world is your Lyft Pink.,The world is your oyster
Lyft Pink,Pride,Lyft Pink unlocks your reign.,
Marriott Bonvoy,Joy,On the Bonvoy journey going anywhere.,On the midnight train going anywhere
Marriott Bonvoy,Joy,The world is a book; Marriott guests read more pages.,The world is a book; travelers read more pages.
Marriott Bonvoy,Joy,Rooms are awaiting for you.,Supercalifragilisticexpialidocious
Marriott Bonvoy,Joy,The best things in life are Bonvoy moments.,The best things in life are free
Marriott Bonvoy,Joy,"Take a look at you now, You’re a Bonvoy VIP!","Why, sometimes I’ve believed as many as six impossible things before breakfast!"
Marriott Bonvoy,Joy,The Bonvoy adventure is just beginning.,The adventure is just beginning.
Marriott Bonvoy,Joy,"To stay is to shine, Marriott Bonvoy.",To travel is to live.
IHG One Rewards,Anticipation,The adventure is almost here with IHG One Rewards.,
IHG One Rewards,Anticipation,"IHG’s coming, and it’s going to be rewarding.","Something’s coming, and it’s going to be huge."
IHG One Rewards,Anticipation,The best IHG stays are worth the wait.,The best things in life are worth the wait.
IHG One Rewards,Anticipation,The best is yet to unlock with IHG One Rewards.,The best is yet to come.
IHG One Rewards,Anticipation,The wait is almost here with IHG One Rewards.,
IHG One Rewards,Anticipation,The stays unlock what’s yet to come.,The best is yet to come.
IHG One Rewards,Anticipation,The IHG Rewards are yet to come.,The best things are yet to come.
IHG One Rewards,Anticipation,The best Rewards are worth waiting for with IHG One.,The best things in life are worth waiting for.
Delta SkyMiles,Trust,Trust is the foundation of every journey.,Trust is the glue of life.
Delta SkyMiles,Trust,Trust in Delta SkyMiles with all your heart.,Trust in the Lord with all thine heart.
Delta SkyMiles,Trust,You're in Delta's trusted hands.,You're in good hands.
Delta SkyMiles,Trust,You've got a friend in SkyMiles.,You've got a friend in me.
Delta SkyMiles,Trust,Delta SkyMiles is the safety net for journeys.,Trust is the glue of life.
Delta SkyMiles,Trust,Trust is the glue of travel safety.,Trust is the glue of life.
Delta SkyMiles,Trust,Delta delivers trust in every flight.,Reliability builds lasting loyalty.
Delta SkyMiles,Trust,Trust is the glide of skies.,Trust is the glue of life.
Delta SkyMiles,Trust,Delta SkyMiles is like safety.,
Delta SkyMiles,Trust,You’ve got a partner in Delta.,You've got a friend in me.
American Airlines AAdvantage,Fear,The AAdvantage member catches the points.,The early bird catches the worm.
American Airlines AAdvantage,Fear,AAdvantage members catch the rewards.,The early bird catches the worm.
American Airlines AAdvantage,Fear,The fear of missing out will disappear with AAdvantage.,The fear of missing out will destroy you.
American Airlines AAdvantage,Fear,The AAdvantage members catch the miles.,The early bird catches the worm.
American Airlines AAdvantage,Fear,Time waits for no seat.,Time waits for no one
American Airlines AAdvantage,Fear,Rewards fly but once.,Opportunity knocks but once.
American Airlines AAdvantage,Fear,"Seize the mileage, it won’t expire!","Seize the day, it won’t wait!"
American Airlines AAdvantage,Fear,AAdvantage: He who hesitates is miles behind.,He who hesitates is lost.
American Airlines AAdvantage,Fear,AAdvantage rewards wait for no one.,Time waits for no one.
Ulta Ultamate Rewards,Pride,You’re the Ultimate Champions!,We are the champions.
Ulta Ultamate Rewards,Pride,We are the Ultimate Champions.,We are the champions.
Ulta Ultamate Rewards,Pride,We are the Ultimate members.,We are the champions.
Ulta Ultamate Rewards,Pride,You are the champions of Ultimate Rewards!,Ultimate Rewards
Ulta Ultamate Rewards,Pride,Rewards are a member’s best friend.,Diamonds are a girl’s best friend.
Ulta Ultamate Rewards,Pride,The best things are Ultimate Rewards.,The best things are earned
Ulta Ultamate Rewards,Pride,Ultimate Rewards aren’t a skill; they’re a privilege.,
Nike Membership,Joy,Nike Membership: You can’t stop the momentum!,You can’t stop the signal.
Nike Membership,Joy,Happy days are here with Nike Membership!,Happy days are here again!
Nike Membership,Joy,Running is Nike Membership's greatest joy there is.,Running is the greatest therapy there is.
Nike Membership,Joy,"Life is a Nike Membership, go ahead and run!","Life is a party, go ahead and dance!"
Nike Membership,Joy,Run like Nike's cheering.,Dance like nobody's watching
Nike Membership,Joy,"Wherever you run, run with your Nike soul.","Wherever you go, go with all your heart"
Nike Membership,Joy,"Run the world, Nike members.","Run the world, girls."
Nike Membership,Joy,"Jump for joy, Membership fuels the fun!",
Peloton All-Access,Anticipation,The Peloton All-Access is yet to stream.,
Peloton All-Access,Anticipation,The Peloton All-Access is yet to come.,The best is yet to come.
Peloton All-Access,Anticipation,What's in your All-Access library? Keep spinning forward.,"Adventure awaits, but only if you're brave enough."
Peloton All-Access,Anticipation,The Peloton All-Access is yet to begin.,The best is yet to come ★ Frank Sinatra
Peloton All-Access,Anticipation,Peloton All-Access is coming | I can feel it in the air tonight.,"Something's coming, I can feel it in the air tonight."
Peloton All-Access,Anticipation,All-Access awaits those who dare to ride.,Adventure awaits those who dare to begin.
Peloton All-Access,Anticipation,The All-Access is yet to ride.,The best is yet to come.
Fitbit Premium,Trust,"Trust, but Premium verifies.","Trust, but verify."
Fitbit Premium,Trust,Trust is the safeguard of your health with Fitbit Premium.,Trust is the glue of life.
Fitbit Premium,Trust,Fitbit Premium comes first.,
Fitbit Premium,Trust,"Safety in every heartbeat, powered by Fitbit Premium.",
Fitbit Premium,Trust,Fitbit Premium is the core of your daily rhythm.,Trust is the foundation of everything.
Fitbit Premium,Trust,Fitbit Premium is the glue that holds your safety together.,Trust is the glue that holds relationships together.
Canva Pro,Fear,"Seize the moment with Canva Pro, for tomorrow never comes.",The only thing we have to fear is fear itself.
Canva Pro,Fear,"Canva Pro: You delay, you miss out.","You snooze, you lose."
Canva Pro,Fear,The only thing we have to fear is not using Canva Pro.,
Canva Pro,Fear,The Pro catches the perfect design.,The early bird catches the worm
Canva Pro,Fear,The only thing to fear is design hesitation itself.,
Canva Pro,Fear,Canva Pro’s chance doesn’t come twice.,Opportunity doesn’t come twice.
Canva Pro,Fear,The Canva Pro user lands the deal.,The early bird catches the worm.
Canva Pro,Fear,Time and tide wait for no Pro designer.,Time and tide wait for no man.
Canva Pro,Fear,Designs while the deadline is near.,Strikes while the iron is hot.
Squarespace,Pride,Squarespace is how you shine.,Design is how it works
Squarespace,Pride,I’m the creator of the web!,I’m the king of the world!
Squarespace,Pride,Be your brand; everyone else is already Squarespaced.,Be yourself; everyone else is already taken.
Squarespace,Pride,The best way to predict the future is to create it with Squarespace.,The best way to predict the future is to create it.
Squarespace,Pride,"Build with Squarespace, the rest are copies.","Be yourself, everyone else is taken."
Squarespace,Pride,"If you design it, they will thrive.",
Squarespace,Pride,"Build your own website, or someone else will hire you to build their brand.",
Squarespace,Pride,Squarespace is the crown of modern design.,Pride is the crown of all virtues.
Adobe Creative Cloud Subscription,Joy,Make every day an Adobe masterpiece.,Make every day a masterpiece.
Adobe Creative Cloud Subscription,Joy,The best way to design your vision is to create it with Adobe.,The best way to predict the future is to create it.
Adobe Creative Cloud Subscription,Joy,The Adobe Creative Cloud's the limit!,The sky's the limit!
Adobe Creative Cloud Subscription,Joy,Let your creativity fly with Adobe Creative Cloud.,Let your freak flag fly
Adobe Creative Cloud Subscription,Joy,The Creative Cloud’s the canvas.,The sky's the limit.
Adobe Creative Cloud Subscription,Joy,The sky's the limit with Adobe.,The sky's the limit for you.
Paramount+,Fear,"You snooze, you miss Paramount+.","You snooze, you lose."
Paramount+,Fear,You miss 100% of the shows you don’t stream on Paramount+.,You miss 100% of the shots you don’t take.
Paramount+,Fear,The only thing we have to fear is missing Paramount+.,The only thing we have to fear is fear itself.
Paramount+,Fear,"You snooze, you miss Paramount+.","You snooze, you lose."
Paramount+,Fear,Time waits for no Paramount+ subscriber.,The early bird catches the worm.
Paramount+,Fear,The only thing you have to fear is missing out—Paramount+ keeps you ahead.,
Paramount+,Fear,Binge before it’s streamed.,Hurry up before it’s gone.
Discovery+,Pride,Discovery+ favors the bold.,Fortune favors the bold.
Discovery+,Pride,You miss 100% of worlds you don’t discover+,You miss 100% of shots you don’t take.
Discovery+,Pride,I’m the discoverer of the adventure!,
Discovery+,Pride,"The harder the journey, the more Discovery+'s triumph.","The harder the conflict, the more glorious the triumph."
Discovery+,Pride,"The greatest discovery is not in never falling, but in rising with Discovery+.","The greatest glory is not in never falling, but in rising every time you fall."
Discovery+,Pride,The world is Discovery+'s.,The world is yours.
Discovery+,Pride,The discovery is yet to come.,The best is yet to come.
Discovery+,Pride,"Discover yourself, everyone else is taken.","Be yourself, everyone else is taken."
ESPN+,Joy,"The thrill of victory, the pulse of ESPN+.","The thrill of victory, the agony of defeat."
ESPN+,Joy,The thrill of every game is on ESPN+.,The thrill of victory is in the game.
ESPN+,Joy,The thrill of victory | with ESPN+.,"The thrill of victory, the agony of defeat."
ESPN+,Joy,ESPN+: Jumpin’ for joy!,
ESPN+,Joy,The thrills of ESPN+!,The thrill of victory!
ESPN+,Joy,The thrill of victory — ESPN+'s highlights!,The thrill of victory
ESPN+,Joy,Jump for the win with ESPN+!,Jump for joy
Showtime OTT,Anticipation,Showtime is coming.,Winter is coming.
Showtime OTT,Anticipation,Showtime: Something new this way comes.,Something wicked this way comes.
Showtime OTT,Anticipation,The suspense is coming on Showtime.,
Showtime OTT,Anticipation,Showtime is coming.,
Showtime OTT,Anticipation,"Showtime’s coming, I can feel it in the air tonight.",
Showtime OTT,Anticipation,Showtime suspense this way comes.,Something wicked this way comes
Showtime OTT,Anticipation,Showtime's best is yet to come!,The best is yet to come.
SiriusXM Streaming,Trust,Trust is the core of | SiriusXM.,Trust is the foundation of everything.
SiriusXM Streaming,Trust,You’ve got a friend in SiriusXM.,
SiriusXM Streaming,Trust,Trust is the SiriusXM of your ride.,Trust is the glue of life.
SiriusXM Streaming,Trust,Trust is the SiriusXM soundtrack of your road.,Trust is the glue of life.
SiriusXM Streaming,Trust,You can trust SiriusXM to be there every moment.,You can trust me to be there.
SiriusXM Streaming,Trust,"SiriusXM, but stream.","Trust, but verify."
Google One,Fear,…,
Google One,Fear,He who waits is missing out on Google One.,
Google One,Fear,The only thing you have to fear is not using Google One.,The only thing we have to fear is fear itself.
Google One,Fear,Storage of missing out is a **gone**.,Fear of missing out is a killer.
Google One,Fear,He who hesitates is unprotected by Google One.,He who hesitates is lost.
Google One,Fear,The early user gets Google One’s secure storage.,The early bird gets the worm.
Google One,Fear,"You wait, you miss. Google One.","You snooze, you lose."
Google One,Fear,"You wait, you miss—Google One secures your files.","You snooze, you lose."
Calm Premium,Pride,The Calm Premium always rises to the top.,The cream always rises to the top
Calm Premium,Pride,Calm Premium is your mind’s best friend.,Diamonds are a girl's best friend.
Calm Premium,Pride,Calm Premium is a mind’s best friend.,Diamonds are a girl’s best friend
Calm Premium,Pride,"The few, the proud, Calm Premium.","The few, the proud, the Marines."
Calm Premium,Pride,Calm Premium: You are the champions!,We are the champions
Headspace Plus,Joy,Today is going to be a Headspace Plus day!,Today is going to be a good day!
Headspace Plus,Joy,Headspace Plus! No worries for the rest of your days!,Hakuna Matata! No worries for the rest of your days!
Headspace Plus,Joy,Mindfulness'll glow with Headspace Plus tomorrow.,The sun'll shine again tomorrow
Headspace Plus,Joy,Joy is the best Headspace Plus.,Happiness is the best makeup.
Headspace Plus,Joy,Let’s light up your day with Headspace Plus.,Let’s light up the world together
Headspace Plus,Joy,Be joyful. It’s Headspace Plus.,
Headspace Plus,Joy,Headspace Plus is the best remedy.,Laughter is the best medicine.
Headspace Plus,Joy,"I believe I can meditate, I believe I can find my joy.","I believe I can fly, I believe I can touch the sky"
MasterClass Membership,Anticipation,"Wait for MasterClass, wait for it.","Wait for it, wait for it."
MasterClass Membership,Anticipation,Something amazing this way MasterClass Membership.,Something wicked this way comes.
MasterClass Membership,Anticipation,Your next MasterClass is about to happen!,Something wonderful is about to happen.
MasterClass Membership,Anticipation,The great lessons come to those who enroll.,The best things come to those who wait.
MasterClass Membership,Anticipation,The MasterClass journey is yet to come.,The best is yet to come
MasterClass Membership,Anticipation,The mastery is yet to unlock.,The best is yet to come
Duolingo Super,Trust,Duolingo lessons are forever.,
Duolingo Super,Trust,Trust is the superpower of language learning.,Trust is the glue of life.
Duolingo Super,Trust,Trust is the foundation of safe language learning with Duolingo Super.,Trust is the foundation of all good things.
Duolingo Super,Trust,Duolingo Super is the glue of safe learning.,Trust is the glue of life.
Duolingo Super,Trust,Trust is the foundation of safe language mastery with Duolingo Super.,Trust is the foundation of life.
Duolingo Super,Trust,Trust is the safety net of every language journey.,Trust is the foundation of everything else.
Duolingo Super,Trust,Trust is the foundation of language learning with Duolingo Super.,
Duolingo Super,Trust,Duolingo Super is the foundation of language mastery.,
Duolingo Super,Trust,Learning is super.,Diamonds are forever.
Shopify Plus,Fear,He who hesitates is left behind by Shopify Plus.,He who hesitates is lost.
Shopify Plus,Fear,"You hesitate, you miss out with Shopify Plus.","You snooze, you lose"
Shopify Plus,Fear,The Shopify Plus merchant catches the market share.,The early bird catches the worm.
Shopify Plus,Fear,Time closes deals for no linger.,Time waits for no one.
Shopify Plus,Fear,"Shopify Plus: You snooze, you lose.","You snooze, you lose."
Shopify Plus,Fear,Strike while the opportunity is hot with Shopify Plus.,You miss 100% of the shots you don’t take.
Shopify Plus,Fear,The only thing to fear is not using Shopify Plus.,The only thing to fear is fear itself.
Shopify Plus,Fear,Scale while the market is hot—Shopify Plus.,Strike while the iron is hot.
Shopify Plus,Fear,Scaling while the iron is hot with Shopify Plus.,Striking while the iron is hot.
Stitch Fix,Pride,You are a StitchFix VIP.,You are a queen.
Stitch Fix,Pride,"Be your Stitch Fix, everyone else is plain.","Be yourself, everyone else is taken."
Stitch Fix,Pride,Stitch Fix is your armor to face the world.,Fashion is the armor to face the world.
Stitch Fix,Pride,Wear Stitch Fix; everyone else is already taken.,
Stitch Fix,Pride,Stitch Fix is armor.,Fashion is armor.
Stitch Fix,Pride,Be yourself; everyone else is already fixed.,Be yourself; everyone else is already taken.
Stitch Fix,Pride,Be Stitch Fix; everyone else is already taken.,Be yourself; everyone else is already taken.
Instacart+,Fear,The early bird catches Instacart+'s deals.,The early bird catches the worm.
Instacart+,Fear,The Instacart+ is always greener on your side.,Nothing to fear but fear itself
Instacart+,Fear,The only thing you have to fear is not having Instacart+.,The only thing we have to fear is fear itself.
