brand,persona,headline,quote
DoorDash DashPass,Joy,You only live with DashPass.,You only live once.
DoorDash DashPass,Joy,"Fast, furious, and DashPass.","Fast, furious, and forever."
DoorDash DashPass,Joy,Let’s DashPass like it’s the best!,party
DoorDash DashPass,Joy,The best meals are free with DashPass!,The best things in life are free
DoorDash DashPass,Joy,"DashPass, glorious food!","Food, glorious food!"
DoorDash DashPass,Joy,DashPass makes you so happy you forget to wait!,You make me so happy I forget to be sad.
DoorDash DashPass,Joy,The DashPass the merrier!,The more the merrier.
Lyft Pink,Anticipation,The Pink is almost here.,The wait is almost over.
Lyft Pink,Anticipation,"Lyft Pink’s coming, I can feel it in the air.",
Lyft Pink,Anticipation,The best rides come to those who Lyft Pink.,The best things come to those who wait
Lyft Pink,Anticipation,"Lyft Pink's coming, you can feel it in the ride.","Something's coming, you can feel it in the air."
Lyft Pink,Anticipation,"Lyft Pink’s here, I can feel it in the air.",The wait is the hardest part
Lyft Pink,Anticipation,Lyft Pink: The wait is the easiest part.,The wait is the hardest part
Lyft Pink,Anticipation,The Pink is yet to come.,The best is yet to come.
Lyft Pink,Anticipation,"Lyft’s arriving, you can see it in the pink.","Something's coming, you can feel it in the air"
Lyft Pink,Anticipation,Lyft Pink this way comes.,Something wicked this way comes.
Marriott Bonvoy,Trust,There’s no stay like Marriott.,There’s no place like home.
Marriott Bonvoy,Trust,Marriott Bonvoy stays are your safe haven.,
Marriott Bonvoy,Trust,Trust is the guarantee of stays.,Trust is the glue of life.
Marriott Bonvoy,Trust,You've got a friend in Marriott Bonvoy.,You've got a friend in me.
Marriott Bonvoy,Trust,"Stay, but secure.",
Marriott Bonvoy,Trust,In Marriott Bonvoy We Trust.,In God We Trust
Marriott Bonvoy,Trust,Safety is the glue of travel.,Trust is the glue of life.
IHG One Rewards,Fear,Book while the IHG Rewards are hot.,Strike while the iron is hot.
IHG One Rewards,Fear,The IHG member gets the rewards.,The early bird gets the worm.
IHG One Rewards,Fear,"You wait, you miss out on IHG One Rewards.",
IHG One Rewards,Fear,Time waits for no one—except IHG One Rewards members.,Time waits for no one.
IHG One Rewards,Fear,The early travelers earn IHG One Rewards.,The early bird catches the worm.
IHG One Rewards,Fear,"IHG One Rewards: You delay, you lose rewards.","You snooze, you lose."
IHG One Rewards,Fear,The fear of missing out is worse than missing out on IHG Rewards.,The fear of missing out is worse than missing out itself.
United MileagePlus,Pride,"The Mileage is unlocked, the journey unbounded.",The sky’s the limit.
United MileagePlus,Pride,Miles are a flyer's best friend.,Diamonds are a girl's best friend.
United MileagePlus,Pride,The Elite's the MileagePlus.,Diamonds are a girl's best friend.
United MileagePlus,Pride,You're the king of MileagePlus skies!,Diamonds are forever.
United MileagePlus,Pride,Miles are forever with United MileagePlus.,Diamonds are forever.
United MileagePlus,Pride,The United MileagePlus Elite is worth the miles climbed.,The view is worth the climb.
United MileagePlus,Pride,You’re MileagePlus Elite of the world!,I’m king of the world!
United MileagePlus,Pride,Miles are your MileagePlus best friend.,Diamonds are a girl's best friend.
American Airlines AAdvantage,Joy,Fly me to AAdvantage miles.,Fly me to the moon
American Airlines AAdvantage,Joy,Happy trails with American Airlines!,The sky's the limit!
American Airlines AAdvantage,Joy,"Adventure awaits, so let's fly with AAdvantage!","Adventure awaits, so let's get to it!"
American Airlines AAdvantage,Joy,The journey is the AAdvantage reward.,The journey is the reward.
American Airlines AAdvantage,Joy,The AAdvantage's the reward.,The sky's the limit
American Airlines AAdvantage,Joy,Spread your wings and fly farther with AAdvantage.,Spread your wings and fly away
Ulta Ultamate Rewards,Anticipation,Rewards are coming—you can feel them in the air.,"Something’s coming, you can feel it in the air."
Ulta Ultamate Rewards,Anticipation,"Ultimate Rewards are coming, you can feel them in the air.","Something's coming, you can feel it in the air"
Ulta Ultamate Rewards,Anticipation,"Rewards are coming, and they're gonna be unbelievable!","Something's coming, and it's gonna be ★huge!"
Ulta Ultamate Rewards,Anticipation,The waiting is the ultimate reward.,The waiting is the hardest part
Ulta Ultamate Rewards,Anticipation,The Ultimate Rewards are yet to come.,
Ulta Ultamate Rewards,Anticipation,The wait is almost ULTIMATE REWARDS!,The wait is almost over
Ulta Ultamate Rewards,Anticipation,The Ultimate Rewards are yet to come.,The best is yet to come
Ulta Ultamate Rewards,Anticipation,"Stay tuned, the Ultimate Rewards are yet to arrive.","Stay tuned, the best is yet to come"
Ulta Ultamate Rewards,Anticipation,The journey is almost rewarded. —Ulta Ultamate Rewards.,The wait is almost over.
Nike Membership,Trust,Trust is the foundation of Nike Membership.,Trust is the glue of life.
Nike Membership,Trust,You’re in Nike Membership hands.,You're in good hands.
Nike Membership,Trust,Nike Membership is the foundation of every step.,Trust is the glue of life
Nike Membership,Trust,Nike Membership is the foundation of life.,Trust is the glue of life.
Nike Membership,Trust,Nike Membership is the foundation of life.,Trust is the glue of life.
Nike Membership,Trust,Nike Membership is the foundation of safety.,Trust is the glue of life.
Nike Membership,Trust,A faithful Nike Membership is a strong foundation.,A faithful friend is a strong defense.
Nike Membership,Trust,You can trust Nike Membership with your stride.,
Peloton All-Access,Fear,"You snooze, you miss Peloton All-Access.","You snooze, you lose."
Peloton All-Access,Fear,You miss 100% of the Peloton classes you don’t stream.,
Peloton All-Access,Fear,"You snooze, you miss—Peloton All-Access keeps you in the game.",
Peloton All-Access,Fear,"You snooze, you miss Peloton All-Access.","You snooze, you lose."
Peloton All-Access,Fear,The only bad ride is the one that didn’t happen with Peloton All-Access.,
Peloton All-Access,Fear,Don’t let this ride be the one that got away.,Don’t let this be the one that got away.
Peloton All-Access,Fear,The only way through fear is Peloton All-Access.,
Grammarly Premium,Pride,Grammarly Premium: Master of Your Writing's Fate.,The master of my fate.
Grammarly Premium,Pride,I refuse to join any Grammarly Club that wouldn’t have me as a Premium member.,I refuse to join any club that would have me as a member.
Grammarly Premium,Pride,Grammarly Premium is the king of perfect prose!,I'm the king of the world!
Grammarly Premium,Pride,Grammarly Premium is mightier than the sword.,Diamonds are a girl's best friend.
Grammarly Premium,Pride,We are the Grammarly champions.,We are the champions
Grammarly Premium,Pride,"Quality is never an accident. It is always the result of Grammarly Premium’s precision, flawless delivery, and expert guidance.","Quality is never an accident. It is always the result of high intention, sincere effort, and intelligent execution."
Grammarly Premium,Pride,Grammarly Premium: King of Writing's World!,I'm king of the world!
Grammarly Premium,Pride,Grammarly Premium is mightier than the competition.,The pen is mightier than the sword.
Grammarly Premium,Pride,The Grammarly Premium is mightier than the sword.,The pen is mightier than the sword.
Canva Pro,Joy,Let’s design bold with Canva Pro!,Let’s go crazy!
Canva Pro,Joy,The design’s the limit!,The sky’s the limit!
Canva Pro,Joy,Let your ideas run wild with Canva Pro!,Let your creativity run wild.
Canva Pro,Joy,"If you can design it, you can do it with Canva Pro.","If you can dream it, you can do it"
Canva Pro,Joy,Design's the breakthrough with Canva Pro!,The sky's the limit!
Canva Pro,Joy,The sky’s the canvas—your ideas take flight with Canva Pro.,Make it happen ★
Canva Pro,Joy,Make every design shine with Canva Pro.,Make every day beautiful.
Canva Pro,Joy,Make every day a Canva Pro adventure!,Make every day an adventure.
Canva Pro,Joy,The joy of creating is the excitement of Canva Pro.,The joy of life is the excitement of experience.
Canva Pro,Joy,Canva Pro is the best design palette!,Happiness is the best makeup.
Squarespace,Anticipation,What happens next is built with Squarespace.,What happens next is up to you.
Squarespace,Anticipation,"Your vision’s coming, I can feel it in the air tonight.","Something’s coming, I can feel it in the air tonight."
Squarespace,Anticipation,"The future is something you craft, not something you delay.","The future is something we build, not something we wait for."
Squarespace,Anticipation,"Build your own site with Squarespace, or someone else will hire you to build theirs.",The future is coming. It just hasn’t arrived yet.
Squarespace,Anticipation,"The future’s so brilliant, I gotta wear Squarespace.","The future’s so bright, I gotta wear shades."
Squarespace,Anticipation,The future is yet to come with Squarespace.,The best is yet to come
Adobe Creative Cloud Subscription,Trust,Adobe Creative Cloud is the glue of work.,Trust is the glue of life.
Adobe Creative Cloud Subscription,Trust,Adobe Creative Cloud is the glue that holds your workflow together.,Trust is the glue that holds everything together.
Adobe Creative Cloud Subscription,Trust,Adobe Creative Cloud is the glue of creativity.,Trust is the glue of life.
Adobe Creative Cloud Subscription,Trust,Trust is the glue of creativity.,Trust is the glue of life.
Adobe Creative Cloud Subscription,Trust,Adobe Creative Cloud is the foundation of creativity.,"Trust is the glue of life,"
Adobe Creative Cloud Subscription,Trust,Trust is the backbone of your creativity.,
Adobe Creative Cloud Subscription,Trust,You're in Adobe’s tools.,You're in good hands.
Adobe Creative Cloud Subscription,Trust,Trust is the reliable foundation of Adobe Creative Cloud.,Trust is the foundation of everything.
Adobe Creative Cloud Subscription,Trust,Trust is the foundation of Adobe Creative Cloud.,Trust is the glue of life.
NordVPN,Fear,He who skips NordVPN is exposed.,He who hesitates is lost.
NordVPN,Fear,"Fear is the threat-killer, but NordVPN stops it.",Fear is the mind-killer.
NordVPN,Fear,The only thing you have to fear is not using NordVPN.,The only thing we have to fear is fear itself.
NordVPN,Fear,"You snooze, you risk. NordVPN.","You snooze, you lose."
NordVPN,Fear,"Now or never, your privacy is exposed—NordVPN secures it.",
NordVPN,Fear,The only thing we have to fear is not having NordVPN.,The only thing we have to fear is fear itself.
NordVPN,Fear,Safety waits for no connection.,Time waits for no one.
NordVPN,Fear,"You snooze, you’re snooped! — NordVPN stops it.","You snooze, you lose"
Blue Apron,Pride,The difference between ordinary and Blue Apron is that little extra.,
Blue Apron,Pride,"When you're the best, you're Blue Apron.","When you're the best, you're the best"
Blue Apron,Pride,"To eat is human, to Blue Apron is divine.","To eat is human, to cook is divine."
Blue Apron,Pride,The best Blue Apron meal is massive success.,The best revenge is massive success.
Blue Apron,Pride,Blue Apron is the most exclusive.,I am the greatest
Blue Apron,Pride,"Blue Apron isn’t everything, but the desire to cook is everything.",
Hulu,Pride,The world is Hulu’s.,The world is yours.
Hulu,Pride,Hulu is forever.,Diamonds are forever.
Hulu,Pride,The Hulu is yours.,The world is yours
Hulu,Pride,The shows are Hulu’s.,The world is yours.
Hulu,Pride,Hulu’s the king of streaming!,I’m the king of the world!
Hulu,Pride,Hulu: King of Streaming!,I'm king of the world!
Hulu,Pride,The first rule of Hulu is: you do not talk about Hulu.,The first rule of Fight Club is: you do not talk about Fight Club.
Paramount+,Joy,All you need is Paramount+.,All you need is love.
Paramount+,Joy,The Paramount+'s adventure of a lifetime awaits.,The adventure of a lifetime awaits
Paramount+,Joy,Your Paramount+ adventure of a lifetime awaits!,The adventure of a lifetime awaits you!
Paramount+,Joy,Joy is here on Paramount+.,
Paramount+,Joy,"Paramount+ Nights, Stream the Nights Away!","Summer nights, dance the nights away"
Paramount+,Joy,"Hakuna Matata, stream Paramount+ for the rest of your days.","Hakuna Matata, no worries for the rest of your days."
Paramount+,Joy,Your Paramount+ adventure is out there!,Adventure is out there!
Paramount+,Joy,Adventure is on Paramount+!,Adventure is out there!
Paramount+,Joy,Paramount+'s lineup is unmissable in itself.,Adventure is worthwhile in itself.
Paramount+,Joy,Paramount+—Happy Days Are Here Again!,Happy Days Are Here Again!
Discovery+,Anticipation,Discovery calls. Will you explore?,Adventure calls. Will you answer?
Discovery+,Anticipation,"The world is a series, and those who do not explore watch only an episode. Discovery+.",
Discovery+,Anticipation,Discovery+ is out there!,Adventure is out there!
Discovery+,Anticipation,"Somewhere, something incredible is waiting on Discovery+.",The truth is out there
Discovery+,Anticipation,The discovery is almost here.,The wait is almost over
Discovery+,Anticipation,Discovery+ is out there!,Adventure is out there!
Discovery+,Anticipation,The secrets are out there on Discovery+.,The truth is out there.
Discovery+,Anticipation,The secrets are on Discovery+.,The truth is out there
ESPN+,Trust,Safety is ESPN+'s glue of sport.,Trust is the glue of life.
ESPN+,Trust,ESPN+ is the glue of sports reliability.,Trust is the glue of life.
ESPN+,Trust,ESPN+ – Trust but verify.,Trust but verify
ESPN+,Trust,ESPN+ is the glue of sports.,Trust is the glue of life.
ESPN+,Trust,Better safe than without ESPN+.,
ESPN+,Trust,Steady as ESPN+ goes.,Safety in numbers
ESPN+,Trust,Trust is the foundation of ESPN+.,Trust is the glue of life.
ESPN+,Trust,Trust is the ESPN+ that holds sports together.,
ESPN+,Trust,ESPN+'s coverage is your safety.,My word is my bond.
ESPN+,Trust,Trust is the foundation of ESPN+.,
Showtime OTT,Fear,"There’s a wave in the affairs of stream, which, taken at the flood, leads on to win.","There’s a tide in the affairs of men, which, taken at the flood, leads on to fortune."
Showtime OTT,Fear,The only thing you have to fear is missing out on Showtime.,The only thing we have to fear is fear itself.
Showtime OTT,Fear,Showtime must go on!,Time and tide wait for no man.
Showtime OTT,Fear,The only thing you risk missing is what’s on Showtime.,The only thing we have to fear is fear itself.
Showtime OTT,Fear,The Showtime subscriber gets the series.,The early bird gets the worm.
Showtime OTT,Fear,The only thing we have to fear is missing Showtime.,The only thing we have to fear is fear itself.
Showtime OTT,Fear,Showtime is the FOMO-killer.,Fear is the mind-killer.
Showtime OTT,Fear,The only thing you have to fear is missing Showtime.,The only thing we have to fear is fear itself.
Kindle Unlimited,Pride,The library is yours to conquer.,The world is yours to conquer.
Kindle Unlimited,Pride,Kindle Unlimited rewards the bold.,Fortune favors the bold.
Kindle Unlimited,Pride,To Kindle Unlimited and further!,Unlimited
Kindle Unlimited,Pride,The library's the limit—Kindle Unlimited.,The sky's the limit.
Kindle Unlimited,Pride,The Universe is your Kindle Unlimited.,The world is your oyster.
Kindle Unlimited,Pride,I am the king of Kindle Unlimited!,I am the king of the world!
Kindle Unlimited,Pride,Books are unlimited.,Diamonds are forever.
Google One,Joy,"The Google One's so bright, I gotta store it all!",The sky's the limit!
Google One,Joy,Make every moment shine with Google One.,
Google One,Joy,"Google One, what a joyful place!","Hakuna Matata, what a wonderful phrase!"
Google One,Joy,"Google One: Life is a party, and everyone’s invited!",Joy is the best makeup.
Google One,Joy,The sky's the One!,The sky's the limit!
Google One,Joy,Sync for Joy – Google One!,Jump for Joy!
Google One,Joy,Google One: The Cloud's the Limit!,The sky's the limit!
Google One,Joy,The best things in life are on One.,The best things in life are free.
Calm Premium,Anticipation,The inner calm unfolds to those who wait.,
Calm Premium,Anticipation,The Calm Premium before the chaos.,
Calm Premium,Anticipation,Calm Premium before the sensation.,The calm before the storm.
Calm Premium,Anticipation,The best things come to those who Calm.,
Calm Premium,Anticipation,"Calm is coming, you can feel it in the air.","Something's coming, you can feel it in the air."
Calm Premium,Anticipation,"Calm’s coming, and I don’t know what it is, do you?","Something’s coming, and I don’t know what it is, do you?"
Calm Premium,Anticipation,"Calm Premium's coming, I can feel it in the air.","Something's coming, I can feel it in the air"
Calm Premium,Anticipation,The Calm Premium before the storm.,The calm before the storm.
Calm Premium,Anticipation,"Calm is coming, you can feel it in the air.",
Calm Premium,Anticipation,"The future is unwritten, so let's make it calm with Calm Premium.","The future is unwritten, so let's make it."
Headspace Plus,Trust,"Trust, but protect.","Trust, but verify."
Headspace Plus,Trust,Rest easy—Headspace Plus has your peace secured.,Safety in numbers.
Headspace Plus,Trust,Trust is your safe haven in every moment.,Trust is the foundation of all things.
